"Cluster","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"1","BP","GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","10/578","110/14187",0.0142355743489629,0.166143166948388,0.146781310644747,"Cycs/Ccn1/Ddx3x/Prr7/Ppp2ca/Bcl10/Pdcd6/Map3k5/Myc/Snca",10
"1","BP","GO:2000278","regulation of DNA biosynthetic process","10/578","110/14187",0.0142355743489629,0.166143166948388,0.146781310644747,"Dusp1/Tinf2/Nppc/Hsp90aa1/Pak3/Cct4/Naf1/Smoc2/Cct6a/Myc",10
"1","MF","GO:0016251","RNA polymerase II general transcription initiation factor activity","3/575","13/14068",0.0142970942984665,0.176330829681086,0.16316905404344,"Gtf2b/Taf1/Taf10",3
"1","MF","GO:0097617","annealing activity","3/575","13/14068",0.0142970942984665,0.176330829681086,0.16316905404344,"Ddx3x/Fmr1/Recql4",3
"1","BP","GO:0014896","muscle hypertrophy","9/578","94/14187",0.0143025936018873,0.166494015959955,0.14709127270158,"Lmna/Fdps/Nr4a3/Rgs2/Errfi1/Jarid2/Rgs4/Adrb1/Myocd",9
"-1","BP","GO:0015697","quaternary ammonium group transport","2/221","12/14187",0.0143857272155932,0.945804803411835,0.945804803411835,"Slc22a3/Slc22a8",2
"-1","BP","GO:0033147","negative regulation of intracellular estrogen receptor signaling pathway","2/221","12/14187",0.0143857272155932,0.945804803411835,0.945804803411835,"Zfp366/Kank2",2
"-1","BP","GO:0060442","branching involved in prostate gland morphogenesis","2/221","12/14187",0.0143857272155932,0.945804803411835,0.945804803411835,"Nkx3-1/Shh",2
"-1","BP","GO:0060767","epithelial cell proliferation involved in prostate gland development","2/221","12/14187",0.0143857272155932,0.945804803411835,0.945804803411835,"Nkx3-1/Shh",2
"-1","BP","GO:0072672","neutrophil extravasation","2/221","12/14187",0.0143857272155932,0.945804803411835,0.945804803411835,"Il1r1/Adam8",2
"1","CC","GO:0030659","cytoplasmic vesicle membrane","19/585","271/14437",0.0145388296421285,0.140195857263382,0.124071967246736,"Syt4/Dipk2a/Slc2a3/Vopp1/Doc2a/Pdcd6/Cltc/Picalm/Vgf/Gosr2/Ap2m1/Sar1a/Ap2a2/Snca/Pam/Kdelr3/Syt5/Ap2s1/Ap2b1",19
"1","BP","GO:0060560","developmental growth involved in morphogenesis","18/578","251/14187",0.01455525922705,0.168575667778988,0.148930334685987,"Spry2/Syt4/Tnfrsf12a/Hsp90aa1/Srf/Ifrd1/Ndel1/Cfl1/Omg/Bdnf/Picalm/Fgfr2/Actr3/Nrn1/Impact/Nrp1/Rdh10/Vcl",18
"1","BP","GO:0010762","regulation of fibroblast migration","5/578","36/14187",0.0146310956940254,0.168575667778988,0.148930334685987,"Pak3/Thbs1/Actr3/Akap12/Coro1c",5
"1","BP","GO:0072583","clathrin-dependent endocytosis","5/578","36/14187",0.0146310956940254,0.168575667778988,0.148930334685987,"Cltc/Picalm/Ap2m1/Ap2a2/Ap2b1",5
"1","BP","GO:1903170","negative regulation of calcium ion transmembrane transport","5/578","36/14187",0.0146310956940254,0.168575667778988,0.148930334685987,"Rrad/Gem/Rem2/Ppp2ca/Fmr1",5
"1","MF","GO:0003729","mRNA binding","17/575","232/14068",0.0146420982781655,0.177472329130178,0.164225349109007,"Arc/Dxo/Hnrnpll/Ddx3x/Noct/Ptbp1/Hsp90aa1/Etf1/Rbm3/Cpeb4/Sf3b1/Rpl6/Fmr1/Myc/Fyttd1/Igf2bp2/Dnd1",17
"-1","CC","GO:0042555","MCM complex","2/227","12/14437",0.0146436507214789,0.999653294311125,0.999653294311125,"Mms22l/Mcmdc2",2
"1","BP","GO:0030833","regulation of actin filament polymerization","12/578","144/14187",0.0146953194589987,0.16884371266175,0.149167142373755,"Cdc42ep3/Tpm1/Arpc5/Coro1a/Arpc3/Pak3/Cfl1/Hax1/Arf6/Actr3/Tmsb4x/Arpc4",12
"-1","MF","GO:0022821","potassium ion antiporter activity","2/222","12/14068",0.0147433279974429,0.703406446398534,0.702223944936853,"Slc9a3/Slc9a8",2
"1","BP","GO:0071396","cellular response to lipid","25/578","385/14187",0.0148343003285626,0.16884371266175,0.149167142373755,"Sstr2/Trib1/Ldlr/Npas4/Per1/Insig1/Dnaja1/Arid5a/Sgk1/Bcl10/Lbh/Bdnf/Lancl2/Cd14/Klf9/Cebpb/Rnf4/Taf1/Inhba/Abhd2/Cxcl1/Pim1/Taf7/Brinp1/Ntrk2",25
"1","CC","GO:0030426","growth cone","15/585","198/14437",0.0149440072553741,0.141574805577229,0.125292323064448,"Pard6a/Arpc5/Hsp90aa1/Arpc3/Nptx2/Ndel1/Cfl1/Nefl/Flna/Tpm3/Fmr1/Nrp1/Snca/Ntrk2/Cxadr",15
"1","BP","GO:1903522","regulation of blood circulation","15/578","197/14187",0.0149711051634313,0.16884371266175,0.149167142373755,"Smad7/Ptgs2/Tpm1/Rgs2/Flna/Dusp5/Kcne4/Rgs4/Adrb1/Adm/Adora1/Per2/Hrh1/Cxadr/Hopx",15
"1","BP","GO:0045669","positive regulation of osteoblast differentiation","7/578","64/14187",0.0149750848497757,0.16884371266175,0.149167142373755,"Nppc/Ccn1/Jund/Lmna/Suco/Cebpb/Smad1",7
"1","BP","GO:0010469","regulation of signaling receptor activity","10/578","111/14187",0.0150956225384353,0.16884371266175,0.149167142373755,"Arc/Gprc5a/Ppp2ca/Nptx2/Errfi1/Cfl1/Adora1/Homer1/Taf1/Fbxw7",10
"1","BP","GO:0010460","positive regulation of heart rate","4/578","24/14187",0.0151415893263811,0.16884371266175,0.149167142373755,"Tpm1/Rgs4/Adrb1/Adm",4
"1","BP","GO:0042533","tumor necrosis factor biosynthetic process","4/578","24/14187",0.0151415893263811,0.16884371266175,0.149167142373755,"Mapkapk2/Errfi1/Thbs1/Akap12",4
"1","BP","GO:0042534","regulation of tumor necrosis factor biosynthetic process","4/578","24/14187",0.0151415893263811,0.16884371266175,0.149167142373755,"Mapkapk2/Errfi1/Thbs1/Akap12",4
"1","BP","GO:0070306","lens fiber cell differentiation","4/578","24/14187",0.0151415893263811,0.16884371266175,0.149167142373755,"Fgfr2/Skil/Epha2/Cdkn1c",4
"1","BP","GO:0071353","cellular response to interleukin-4","4/578","24/14187",0.0151415893263811,0.16884371266175,0.149167142373755,"Coro1a/Hspa5/Nfil3/Impdh2",4
"1","BP","GO:0072538","T-helper 17 type immune response","4/578","24/14187",0.0151415893263811,0.16884371266175,0.149167142373755,"Nfkbid/Smad7/Arid5a/Nfkbiz",4
"1","BP","GO:1900745","positive regulation of p38MAPK cascade","4/578","24/14187",0.0151415893263811,0.16884371266175,0.149167142373755,"Gadd45a/Gadd45g/Gadd45b/Map3k5",4
"1","BP","GO:1903747","regulation of establishment of protein localization to mitochondrion","4/578","24/14187",0.0151415893263811,0.16884371266175,0.149167142373755,"Dnaja1/Hsph1/Bag3/Fbxw7",4
"1","BP","GO:0034248","regulation of cellular amide metabolic process","23/578","347/14187",0.0152151233217573,0.169244766825967,0.149521458816282,"Plk3/Btg2/Magoh/Ccn1/Eprs/Ppp1r15b/Per1/Ddx3x/Ptbp1/Ppp1r15a/Pgam1/Rgs2/Thbs1/Picalm/Rbm3/Cpeb4/Mknk2/Impact/Fmr1/Eif2s3x/Per2/Snca/Igf2bp2",23
"1","BP","GO:0035966","response to topologically incorrect protein","11/578","128/14187",0.0154370574759333,0.170767155668808,0.150866432755129,"Atf4/Hspa8/Hspa5/Hsp90aa1/Ppp1r15a/Atf3/Thbs1/Hspa1a/Hspa4l/Hsph1/Bag3",11
"1","BP","GO:0001825","blastocyst formation","6/578","50/14187",0.0154657046643449,0.170767155668808,0.150866432755129,"Junb/Srf/Skil/Sf3b1/Tm4sf1/Hopx",6
"1","BP","GO:0043666","regulation of phosphoprotein phosphatase activity","6/578","50/14187",0.0154657046643449,0.170767155668808,0.150866432755129,"Ppp1r15b/Ppp2ca/Ppp1r15a/Pawr/Ppp1r11/Ppp1r12a",6
"1","BP","GO:0051495","positive regulation of cytoskeleton organization","15/578","198/14187",0.0156137494363794,0.171980296359142,0.151938197449364,"Dstn/Cdc42ep3/Tpm1/Arpc5/Coro1a/Wdr1/Arpc3/Mapre1/Cfl1/Flna/Hax1/Arf6/Actr3/Nrp1/Arpc4",15
"-1","BP","GO:0043551","regulation of phosphatidylinositol 3-kinase activity","3/221","34/14187",0.0156432836268093,0.945804803411835,0.945804803411835,"Pik3ip1/Tek/Atg14",3
"1","BP","GO:0032386","regulation of intracellular transport","26/578","407/14187",0.0158916874302702,0.174468048096062,0.154136033612059,"Plk3/Emd/Syt4/Ier3/Insig1/Ptgs2/Oaz1/Ppp2ca/Grasp/Ndel1/Flna/Xpo1/Picalm/Arhgap1/Actr3/Sar1a/Rangap1/Bag3/Nrn1/Fmr1/Ppp1r12a/Rap1b/Ran/Fbxw7/Oaz2/Ipo5",26
"1","BP","GO:0007187","G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger","13/578","163/14187",0.015959084221784,0.174468048096062,0.154136033612059,"Adcyap1/Sstr2/Chrm4/Adgrd1/Rgs2/Flna/Adrb1/Adm/Adora1/Gnai3/Hrh1/Akap12/Prkacb",13
"1","BP","GO:0014910","regulation of smooth muscle cell migration","8/578","80/14187",0.0159945180607489,0.174468048096062,0.154136033612059,"Adamts1/Trib1/Nr4a3/Myocd/Egr1/Pdgfa/Myc/Tmsb4x",8
"1","BP","GO:0120162","positive regulation of cold-induced thermogenesis","8/578","80/14187",0.0159945180607489,0.174468048096062,0.154136033612059,"Adcyap1/Gpr3/Dio2/Gadd45g/Adrb1/Cebpb/Kdm6b/Per2",8
"1","BP","GO:0097755","positive regulation of blood vessel diameter","7/578","65/14187",0.0162125907465409,0.174714350662221,0.154353632771507,"Adcyap1/Nppc/Rgs2/Dusp5/Adrb1/Adm/Adora1",7
"-1","BP","GO:0071804","cellular potassium ion transport","7/221","168/14187",0.0162322530809432,0.945804803411835,0.945804803411835,"Kcnj10/Rnf207/Oprk1/Edn3/Slc9a3/Slc9a8/Atp1b2",7
"-1","BP","GO:0071805","potassium ion transmembrane transport","7/221","168/14187",0.0162322530809432,0.945804803411835,0.945804803411835,"Kcnj10/Rnf207/Oprk1/Edn3/Slc9a3/Slc9a8/Atp1b2",7
"1","BP","GO:0035296","regulation of tube diameter","12/578","146/14187",0.016235891521522,0.174714350662221,0.154353632771507,"Adcyap1/Nppc/Hmgcr/Ptgs2/Rgs2/Dusp5/Adrb1/Adm/Adora1/Per2/Hrh1/Nts",12
"1","BP","GO:0050880","regulation of blood vessel size","12/578","146/14187",0.016235891521522,0.174714350662221,0.154353632771507,"Adcyap1/Nppc/Hmgcr/Ptgs2/Rgs2/Dusp5/Adrb1/Adm/Adora1/Per2/Hrh1/Nts",12
"1","BP","GO:0097746","regulation of blood vessel diameter","12/578","146/14187",0.016235891521522,0.174714350662221,0.154353632771507,"Adcyap1/Nppc/Hmgcr/Ptgs2/Rgs2/Dusp5/Adrb1/Adm/Adora1/Per2/Hrh1/Nts",12
"1","BP","GO:0001890","placenta development","11/578","129/14187",0.0162795041888713,0.174714350662221,0.154353632771507,"Junb/Ccn1/Erf/Ptgs2/Peg10/Ccnf/Fgfr2/Adm/Cebpb/Lif/Cdkn1c",11
"1","BP","GO:0045823","positive regulation of heart contraction","5/578","37/14187",0.0163661389521547,0.174714350662221,0.154353632771507,"Tpm1/Rgs2/Rgs4/Adrb1/Adm",5
"1","BP","GO:1900026","positive regulation of substrate adhesion-dependent cell spreading","5/578","37/14187",0.0163661389521547,0.174714350662221,0.154353632771507,"Nedd9/Flna/Crkl/Nrp1/Lims1",5
"1","BP","GO:1901998","toxin transport","5/578","37/14187",0.0163661389521547,0.174714350662221,0.154353632771507,"Dnaja1/Hspa5/Cct4/Cct6a/Nrp1",5
"1","BP","GO:2001024","negative regulation of response to drug","5/578","37/14187",0.0163661389521547,0.174714350662221,0.154353632771507,"Nr4a3/Rgs2/Rgs4/Hsph1/Snca",5
"1","CC","GO:0030018","Z disc","10/585","113/14437",0.0163694059956881,0.152404814442613,0.134876775354671,"Pdlim1/Flna/Aldoa/Slc2a1/Homer1/Bag3/Ppp1r12a/Neb/Myl12a/Vcl",10
"1","BP","GO:0001822","kidney development","17/578","236/14187",0.0165867479959991,0.176650826765901,0.156064437409164,"Adamts1/Smad7/Odc1/Tiparp/C1galt1/Bdnf/Fgfr2/Prkx/Egr1/Pdgfa/Myc/Lif/Nrp1/Smad1/Cdkn1c/Rdh10/Myo1e",17
"1","MF","GO:0001085","RNA polymerase II transcription factor binding","12/575","146/14068",0.0166059486118322,0.197864099561323,0.183095026621094,"Fos/Atf4/Egr2/Jun/Srf/Ifrd1/Crkl/Myocd/Hspa4/Taf1/Taf7/Hdac5",12
"1","BP","GO:0048638","regulation of developmental growth","23/578","350/14187",0.0166812739369103,0.177238535579672,0.156583656294583,"Dusp6/Nppc/Syt4/Tnfrsf12a/Srf/Fdps/Rgs2/Ifrd1/Ndel1/Jarid2/Cfl1/Omg/Pex5/Bdnf/Picalm/Rgs4/Adrb1/Fgfr2/Actr3/Nrp1/Pim1/Cxadr/Hopx",23
"1","BP","GO:0044089","positive regulation of cellular component biogenesis","30/578","489/14187",0.0169139229417714,0.177858037862191,0.157130963527529,"Amigo3/Cdc42ep3/Tpbg/Tpm1/Jun/Gtf2b/Sdcbp/Arpc5/Coro1a/Hsp90aa1/Srf/Arpc3/Mapre1/Eps8l1/Ndel1/Cfl1/Flna/Pqbp1/Bdnf/Dynll1/Arf6/Actr3/Fmr1/Akirin1/Nrp1/Epha2/Lims1/Ntrk2/Sub1/Arpc4",30
"1","CC","GO:0030427","site of polarized growth","15/585","201/14437",0.0169212518568259,0.154332774784084,0.136583001465837,"Pard6a/Arpc5/Hsp90aa1/Arpc3/Nptx2/Ndel1/Cfl1/Nefl/Flna/Tpm3/Fmr1/Nrp1/Snca/Ntrk2/Cxadr",15
"1","BP","GO:1900024","regulation of substrate adhesion-dependent cell spreading","6/578","51/14187",0.016943288378747,0.177858037862191,0.157130963527529,"Nedd9/Flna/Crkl/Nrp1/Lims1/Coro1c",6
"1","BP","GO:1902369","negative regulation of RNA catabolic process","6/578","51/14187",0.016943288378747,0.177858037862191,0.157130963527529,"Noct/Ptbp1/Mapkapk2/Naf1/Fmr1/Dnd1",6
"1","BP","GO:1904705","regulation of vascular smooth muscle cell proliferation","6/578","51/14187",0.016943288378747,0.177858037862191,0.157130963527529,"Adamts1/Jun/Nr4a3/Myocd/Map3k5/Gnai3",6
"1","BP","GO:1990874","vascular smooth muscle cell proliferation","6/578","51/14187",0.016943288378747,0.177858037862191,0.157130963527529,"Adamts1/Jun/Nr4a3/Myocd/Map3k5/Gnai3",6
"1","BP","GO:0032956","regulation of actin cytoskeleton organization","21/578","312/14187",0.0169764608836275,0.177858037862191,0.157130963527529,"Dstn/Cdc42ep3/Rnd3/Stmn1/Tpm1/Arpc5/Coro1a/Wdr1/Arpc3/Pak3/Cfl1/Flna/Hax1/Rgs4/Arf6/Actr3/Nrp1/Neb/Pam/Tmsb4x/Arpc4",21
"1","BP","GO:0035150","regulation of tube size","12/578","147/14187",0.0170504496829024,0.178174475838814,0.157410524714424,"Adcyap1/Nppc/Hmgcr/Ptgs2/Rgs2/Dusp5/Adrb1/Adm/Adora1/Per2/Hrh1/Nts",12
"1","CC","GO:0070971","endoplasmic reticulum exit site","4/585","25/14437",0.0171480860871205,0.154332774784084,0.136583001465837,"Pdcd6/Mia3/Tmed5/Sar1a",4
"1","MF","GO:0030276","clathrin binding","6/575","51/14068",0.0171865085355031,0.201368591674311,0.186337934648086,"Syt4/Cltc/Picalm/Ap2a2/Syt5/Ap2b1",6
"1","BP","GO:0050772","positive regulation of axonogenesis","9/578","97/14187",0.0172802316534477,0.178174475838814,0.157410524714424,"Tnfrsf12a/Srf/Ndel1/Nefl/Bdnf/Picalm/Skil/Nrp1/Ntrk2",9
"1","BP","GO:2001023","regulation of response to drug","9/578","97/14187",0.0172802316534477,0.178174475838814,0.157410524714424,"Syt4/Nr4a3/Rgs2/Pawr/Rgs4/Hsph1/Per2/Snca/Syt5",9
"1","BP","GO:0090114","COPII-coated vesicle budding","4/578","25/14187",0.017458849240268,0.178174475838814,0.157410524714424,"Insig1/Pdcd6/Mia3/Sar1a",4
"1","BP","GO:0010832","negative regulation of myotube differentiation","3/578","14/14187",0.0175026514127397,0.178174475838814,0.157410524714424,"Bdnf/Myocd/Hdac5",3
"1","BP","GO:0042921","glucocorticoid receptor signaling pathway","3/578","14/14187",0.0175026514127397,0.178174475838814,0.157410524714424,"Per1/Bdnf/Ntrk2",3
"1","BP","GO:0048333","mesodermal cell differentiation","3/578","14/14187",0.0175026514127397,0.178174475838814,0.157410524714424,"Kdm6b/Inhba/Smad1",3
"1","BP","GO:0051447","negative regulation of meiotic cell cycle","3/578","14/14187",0.0175026514127397,0.178174475838814,0.157410524714424,"Nppc/Lif/Prkacb",3
"1","BP","GO:0090110","cargo loading into COPII-coated vesicle","3/578","14/14187",0.0175026514127397,0.178174475838814,0.157410524714424,"Insig1/Mia3/Sar1a",3
"1","BP","GO:0097329","response to antimetabolite","3/578","14/14187",0.0175026514127397,0.178174475838814,0.157410524714424,"Nsmce3/Rnf4/Fmr1",3
"1","BP","GO:1901841","regulation of high voltage-gated calcium channel activity","3/578","14/14187",0.0175026514127397,0.178174475838814,0.157410524714424,"Rrad/Gem/Rem2",3
"1","BP","GO:1902043","positive regulation of extrinsic apoptotic signaling pathway via death domain receptors","3/578","14/14187",0.0175026514127397,0.178174475838814,0.157410524714424,"Atf3/Thbs1/Skil",3
"1","BP","GO:0014855","striated muscle cell proliferation","7/578","66/14187",0.0175208197106758,0.178174475838814,0.157410524714424,"Dipk2a/Jarid2/Fgfr2/Akirin1/Pim1/Cxadr/Smad1",7
"1","MF","GO:0019825","oxygen binding","3/575","14/14068",0.0176529949362531,0.203443531806327,0.188257996041492,"Hba-a2/Hbb-bt/Hba-a1",3
"1","BP","GO:0001501","skeletal system development","26/578","411/14187",0.0177698153959284,0.180299590897877,0.159287984855394,"Nppc/Ccn1/Insig1/Bmp3/Arid5a/Tiparp/Csrnp1/Srf/Pls3/Zfand5/Mia3/Thbs1/Sbds/Fgfr2/Nab2/Pdgfa/Myc/Epha2/Fbxw7/Hsd17b7/Barx2/Smad1/Dhrs3/Cdkn1c/Rdh10/Recql4",26
"1","BP","GO:0010038","response to metal ion","17/578","238/14187",0.017871294183016,0.180516099314993,0.159479261991937,"Cyp2a5/Syt4/Junb/Atp12a/Jund/Fos/Tfrc/Jun/Ppp2ca/Pdcd6/Fosb/Thbs1/Kcnmb4/Mt1/Homer1/Snca/Syt5",17
"1","BP","GO:1902105","regulation of leukocyte differentiation","17/578","238/14187",0.017871294183016,0.180516099314993,0.159479261991937,"Trib1/Nfkbid/Smad7/Fos/Klf10/Ctla2a/Jun/Hsp90aa1/Nfkbiz/Hax1/Tmem178/Ndfip1/Cebpb/Tmem64/Myc/Lif/Fbxw7",17
"1","BP","GO:0006091","generation of precursor metabolites and energy","22/578","333/14187",0.0179378249762895,0.180782777445603,0.159714862204994,"Cycs/Stk40/Coq10b/Ier3/Ak4/Slc25a25/Ppp1r3c/Ldha/Ppp1r3g/Pgam1/Nr4a3/Fastkd5/Bdnf/Nop53/Vgf/Adrb1/Atp5d/Aldoa/Myc/Per2/Snca/Pde12",22
"1","BP","GO:0007409","axonogenesis","26/578","412/14187",0.0182657705721355,0.183677000954175,0.162271801064953,"Fezf2/Tnfrsf12a/Stmn1/Egr2/Nr4a2/Hsp90aa1/Srf/Nr4a3/Pak3/Ifrd1/Ndel1/Nefl/Omg/Bdnf/Actb/Picalm/Uchl1/Fgfr2/Skil/Actr3/Cdh11/Nrn1/Nrp1/Epha2/Ntrk2/Vcl",26
"1","BP","GO:0035304","regulation of protein dephosphorylation","8/578","82/14187",0.0183367839791036,0.18398042722909,0.162539866897176,"Ppp1r15b/Ppp2ca/Ptbp1/Ppp1r15a/Pawr/Ppp1r11/Adora1/Ppp1r12a",8
"1","BP","GO:0048762","mesenchymal cell differentiation","14/578","184/14187",0.0184510228026056,0.18413010202025,0.162672099010121,"Smad7/Plaur/Sdcbp/Tgfb1i1/Ppp2ca/Pdcd6/Pawr/Cfl1/Flna/Fgfr2/Myocd/Nrp1/Rdh10/Coro1c",14
"1","MF","GO:0019838","growth factor binding","11/575","131/14068",0.0184524938323317,0.20922747038918,0.193610206933463,"Dusp1/Ccn1/Sdcbp/Thbs1/Hax1/Fgfr2/Pdgfa/Nrp1/Ntrk2/Lrrc32/Il1r2",11
"1","BP","GO:0010656","negative regulation of muscle cell apoptotic process","6/578","52/14187",0.0185151911687399,0.18413010202025,0.162672099010121,"Adcyap1/Hmgcr/Dipk2a/Hspa8/Myocd/Bag3",6
"1","BP","GO:0048332","mesoderm morphogenesis","6/578","52/14187",0.0185151911687399,0.18413010202025,0.162672099010121,"Srf/Nr4a3/Kdm6b/Inhba/Epha2/Smad1",6
"1","BP","GO:0060038","cardiac muscle cell proliferation","6/578","52/14187",0.0185151911687399,0.18413010202025,0.162672099010121,"Dipk2a/Jarid2/Fgfr2/Pim1/Cxadr/Smad1",6
"1","BP","GO:0010952","positive regulation of peptidase activity","12/578","149/14187",0.0187713878361944,0.186266744938449,0.164559743586022,"Cycs/Ccn1/Ddx3x/Prr7/Ppp2ca/Bcl10/Pdcd6/Pawr/Picalm/Map3k5/Myc/Snca",12
"1","BP","GO:0032272","negative regulation of protein polymerization","7/578","67/14187",0.0189016817395994,0.18676435155743,0.164999360532424,"Stmn1/Tpm1/Sgk1/Mapre1/Cfl1/Snca/Tmsb4x",7
"1","BP","GO:0046034","ATP metabolic process","16/578","221/14187",0.0189044493474335,0.18676435155743,0.164999360532424,"Adcyap1/Cycs/Ier3/Ak4/Slc25a25/Hspa8/Ldha/Pgam1/Bdnf/Atp6v1a/Atp5d/Aldoa/Myc/Snca/Pde12/Atp6v1b2",16
"1","BP","GO:0021953","central nervous system neuron differentiation","13/578","167/14187",0.0191388018717762,0.188378563585273,0.166425456841151,"Btg2/Fezf2/Nr4a2/Hsp90aa1/Abt1/Ndel1/Pex5/Crkl/Fgfr2/Cdh11/Inhba/Nrp1/Ntrk2",13
"1","BP","GO:0032496","response to lipopolysaccharide","15/578","203/14187",0.0191514721691576,0.188378563585273,0.166425456841151,"Trib1/Junb/Jund/Peli1/Ptgs2/Arid5a/Jun/Noct/Mapkapk2/Bcl10/Adm/Cd14/Cebpb/Cxcl1/Snca",15
"-1","BP","GO:0048557","embryonic digestive tract morphogenesis","2/221","14/14187",0.0194340171885887,0.945804803411835,0.945804803411835,"Shh/Tcf7",2
"1","BP","GO:0046620","regulation of organ growth","9/578","99/14187",0.0195016064502902,0.191404655900996,0.169098896889226,"Dusp6/Fdps/Rgs2/Jarid2/Rgs4/Adrb1/Fgfr2/Pim1/Cxadr",9
"1","CC","GO:0099524","postsynaptic cytosol","4/585","26/14437",0.0196329241888919,0.173799656754125,0.153811002273631,"Hspa8/Homer1/Dnajb1/Fmr1",4
"-1","BP","GO:0001569","branching involved in blood vessel morphogenesis","3/221","37/14187",0.019634465433945,0.945804803411835,0.945804803411835,"Shh/Tek/Nfatc3",3
"1","BP","GO:0003012","muscle system process","22/578","336/14187",0.0196578563005066,0.192518788334309,0.170083191469601,"Sstr2/Smad7/Ptgs2/Tpm1/Lmna/Srf/Fdps/Nr4a3/Rgs2/Pawr/Errfi1/Jarid2/Flna/Kcne4/Ppp1r13l/Rgs4/Adrb1/Aldoa/Myocd/Adora1/Homer1/Jsrp1",22
"1","MF","GO:0020037","heme binding","8/575","83/14068",0.0199329678098494,0.221855023705208,0.205295207980562,"Cycs/Cyp51/Cyp2a5/Cyp2g1/Ptgs2/Hba-a2/Hbb-bt/Hba-a1",8
"1","BP","GO:0043090","amino acid import","4/578","26/14187",0.019985370894719,0.194148389868602,0.17152288383508,"Rgs2/Slc3a2/Rgs4/Per2",4
"1","BP","GO:0046039","GTP metabolic process","4/578","26/14187",0.019985370894719,0.194148389868602,0.17152288383508,"Ak4/Impdh2/Ran/Gnai3",4
"1","BP","GO:0070670","response to interleukin-4","4/578","26/14187",0.019985370894719,0.194148389868602,0.17152288383508,"Coro1a/Hspa5/Nfil3/Impdh2",4
"1","BP","GO:0006941","striated muscle contraction","11/578","133/14187",0.0199966377134364,0.194148389868602,0.17152288383508,"Smad7/Tpm1/Rgs2/Flna/Kcne4/Ppp1r13l/Adrb1/Aldoa/Adora1/Homer1/Jsrp1",11
"1","BP","GO:0051591","response to cAMP","6/578","53/14187",0.0201839405566558,0.194362426601534,0.171711977330545,"Crem/Junb/Per1/Jund/Jun/Rap1b",6
"1","BP","GO:0060425","lung morphogenesis","6/578","53/14187",0.0201839405566558,0.194362426601534,0.171711977330545,"Stk40/Spry2/Srf/Fgfr2/Lif/Rdh10",6
"1","MF","GO:0032452","histone demethylase activity","4/575","26/14068",0.0201973279048838,0.221855023705208,0.205295207980562,"Jarid2/Kdm6b/Riox1/Kdm7a",4
"1","BP","GO:0003298","physiological muscle hypertrophy","5/578","39/14187",0.0202344013487501,0.194362426601534,0.171711977330545,"Fdps/Rgs2/Rgs4/Adrb1/Myocd",5
"1","BP","GO:0003301","physiological cardiac muscle hypertrophy","5/578","39/14187",0.0202344013487501,0.194362426601534,0.171711977330545,"Fdps/Rgs2/Rgs4/Adrb1/Myocd",5
"1","BP","GO:0061049","cell growth involved in cardiac muscle cell development","5/578","39/14187",0.0202344013487501,0.194362426601534,0.171711977330545,"Fdps/Rgs2/Rgs4/Adrb1/Myocd",5
"1","BP","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","12/578","151/14187",0.0206190849013113,0.197636122298739,0.17460416576004,"Adcyap1/Sstr2/Chrm4/Adgrd1/Rgs2/Flna/Adrb1/Adm/Adora1/Gnai3/Akap12/Prkacb",12
"1","MF","GO:0000980","RNA polymerase II distal enhancer sequence-specific DNA binding","7/575","68/14068",0.0206764762063217,0.223624042662218,0.206932182923187,"Atf4/Jun/Ciart/Rel/Zfp281/Per2/Sub1",7
"1","BP","GO:0052547","regulation of peptidase activity","20/578","299/14187",0.0207001436912086,0.197991820231199,0.174918411658196,"Nr4a1/Cycs/Siah2/Ccn1/Plaur/Ddx3x/Ptgs2/Prr7/Rnf34/Ppp2ca/Serpinb2/Bcl10/Pdcd6/Pawr/Thbs1/Picalm/Cstb/Map3k5/Myc/Snca",20
"1","BP","GO:0033865","nucleoside bisphosphate metabolic process","8/578","84/14187",0.0209149218220199,0.19800136706186,0.174926845928125,"Hmgcr/Pmvk/Sult2b1/Hmgcs1/Acsl4/Mvd/Far2/Snca",8
"1","BP","GO:0033875","ribonucleoside bisphosphate metabolic process","8/578","84/14187",0.0209149218220199,0.19800136706186,0.174926845928125,"Hmgcr/Pmvk/Sult2b1/Hmgcs1/Acsl4/Mvd/Far2/Snca",8
"1","BP","GO:0034032","purine nucleoside bisphosphate metabolic process","8/578","84/14187",0.0209149218220199,0.19800136706186,0.174926845928125,"Hmgcr/Pmvk/Sult2b1/Hmgcs1/Acsl4/Mvd/Far2/Snca",8
"1","BP","GO:1990845","adaptive thermogenesis","11/578","134/14187",0.0210165994522012,0.19800136706186,0.174926845928125,"Adcyap1/Rheb/Atf4/Gpr3/Dio2/Gadd45g/Cidea/Adrb1/Cebpb/Kdm6b/Per2",11
"-1","BP","GO:1904036","negative regulation of epithelial cell apoptotic process","3/221","38/14187",0.0210780247219621,0.945804803411835,0.945804803411835,"Tek/Tert/Neurod1",3
