"ONTOLOGY","ID","Description","pvalue_enr","pvalue_depl","p.adjust_enr","p.adjust_depl","GeneRatio_enr","GeneRatio_depl","geneID_enr","geneID_depl"
"BP","GO:0031099","regeneration",0.0207395039926664,0.140532355368167,0.16489283060583,0.437594265058513,"11/601","9/654","Gap43/Ccnd1/Itpr1/Xylt1/Ccn3/Tnr/Lrp1/Lifr/Ptn/Large1/Lrig2","Erbb4/Jun/Capn3/Igf1/Gfap/Nrep/Lgr6/Ptgfrn/Cxcl12"
"BP","GO:0030336","negative regulation of cell migration",0.0210390189016753,0.00568621608110452,0.166074623456737,0.0615935486279041,"17/601","20/654","Bcr/Ptpru/Ripor2/Zmynd8/Ptprg/Spred1/Dab2ip/Ccn3/Grem1/Lrp1/Cx3cl1/Dcn/Ptn/Rap2b/Sulf1/Arhgdia/Pfn2","Erbb4/Igfbp5/Ptprm/Adarb1/Mcc/Mef2c/Sema6d/Abr/Tmeff2/Olfm1/Ndrg4/Acan/Cygb/Jag1/Adamts9/Stard13/Shh/Apoe/Cxcl12/Jup"
"BP","GO:0051224","negative regulation of protein transport",0.021096921350222,0.946938709326805,0.166074623456737,0.98952347720272,"13/601","4/654","Inhbb/Lrrk2/Nos1/Adra2a/Ccn3/Cd36/Cx3cl1/Tnfaip3/Syt4/Ppm1f/Cd34/Kcnb1/Midn","Pkia/Gas6/Oprm1/Apoe"
"BP","GO:0071241","cellular response to inorganic substance",0.021096921350222,0.00137074837999146,0.166074623456737,0.019360700974912,"13/601","17/654","Prnp/Cpne8/Lrrk2/Cpne7/Syt17/Syt4/Rasal1/Fosb/Dlg2/Syt9/Cpne5/Gsn/Junb","Foxo1/Syt2/Crhbp/Kcna1/Cpne4/Kcnc2/Jun/Capn3/Mef2c/Mapk3/Egfr/Syt6/Shh/Syt10/Bcar1/Glra2/Hnrnpd"
"BP","GO:0006942","regulation of striated muscle contraction",0.0211259604540432,0.0316392111931637,0.166074623456737,0.183796600506523,"7/601","7/654","Slc8a1/Pde4b/Tnni3k/Adra1a/Akap6/Myh7/Hdac4","Ehd3/Pde5a/Kcnj2/Cacna1c/Dsp/Slc8a3/Jup"
"BP","GO:0050885","neuromuscular process controlling balance",0.0211259604540432,0.188131556787197,0.166074623456737,0.510316174419038,"7/601","5/654","Bcr/Shank1/Myh10/Tnr/Jph4/App/Aldh1a3","Aplp2/Atp2b2/Camk2b/Abr/Cntnap1"
"BP","GO:0051705","multi-organism behavior",0.0211259604540432,0.188131556787197,0.166074623456737,0.510316174419038,"7/601","5/654","Shank1/Cntnap2/Grin2b/App/Gls/Npas4/Shank2","Gad1/Crhbp/Aplp2/Sept5/Grpr"
"BP","GO:0098900","regulation of action potential",0.0213040423541039,0.00904269781788812,0.167160931579954,0.0855197811135939,"6/601","7/654","Foxp1/Cacna2d1/Cd36/Adra1a/Hcn1/Kcnb1","Kcnj2/Tac1/Cacna1c/Kcnip1/Cnr1/Dsp/Jup"
"BP","GO:0008088","axo-dendritic transport",0.0216340960672648,0.732806586804535,0.169117280824328,0.876787327163838,"8/601","3/654","Map2/Wasf1/App/Ap3m2/Cnih2/Map1a/Dlg2/Dync1h1","Tmem108/Sybu/Actr10"
"BP","GO:0042089","cytokine biosynthetic process",0.0216340960672648,0.17310788460157,0.169117280824328,0.491101439976433,"8/601","6/654","Inhbb/Egr1/Inpp5d/App/Icosl/Zfpm1/Tbk1/Mast2","Il1rap/Wnt5a/Pcsk5/Akap12/Stat5b/Tirap"
"CC","GO:0032587","ruffle membrane",0.0220747357065447,0.0328950161369277,0.0958508260942074,0.152391197205767,"7/606","7/659","Psd3/Jcad/Synj2/Map2/Cdkl5/Wwc1/Diaph1","Tiam1/Spata13/Eps8/Mtss2/Fam107a/Psd2/Tirap"
"BP","GO:0019098","reproductive behavior",0.0222018670148779,0.261759614460161,0.17323244467847,0.602730449492177,"5/601","3/654","Ar/App/Nr3c1/Thra/Hdac4","Aplp2/Npas3/Npas1"
"BP","GO:0018105","peptidyl-serine phosphorylation",0.0226346646063409,0.0471208268400839,0.176281123978751,0.236298364461181,"19/601","19/654","Prkcb/Prkcg/Plk2/Lrrk2/Nos1/Met/Lmtk2/Uhmk1/Gpd1l/App/Ppm1f/Tbk1/Plcl2/Ttbk1/Mast4/Phip/Mast2/Pfn2/Sbk1","Plcl1/Prkacb/Ntf3/Stk32b/Gfra2/Camk2b/Mapk3/Nek6/Inpp5j/Egfr/Wnt5a/Gas6/Prkd1/Prkca/Sh2d3c/Prkce/Fnip2/Stk32c/Tgfbr1"
"BP","GO:0050678","regulation of epithelial cell proliferation",0.0227937387595682,1.16036324223194e-05,0.17670426168977,0.00072416655154121,"20/601","31/654","Ccnd1/Itpr1/Ar/Jcad/Foxp1/Vegfd/Bmp2/Dab2ip/Hrh3/Ift172/Agap2/Tnfaip3/Nr4a1/Ptn/Sulf1/Bmpr2/Dlk1/Ptprn/Kdr/Itga4","Sema5a/Prox1/Erbb4/Ptprm/Jun/Vip/Igf1/Tgfa/Mcc/Cdh13/Ppp1r16b/Mef2c/Fgf1/Dlx5/Eya1/Egfr/Cd109/Ccnd2/Wnt5a/Prkd1/Prkca/Dlx6/Shh/Fgfr1/Ngfr/Apoe/Htra1/Fgf9/Cxcl12/Sgpp2/Tgfbr1"
"BP","GO:0051153","regulation of striated muscle cell differentiation",0.0228112873728916,0.298165898569169,0.17670426168977,0.649532768959652,"9/601","6/654","Foxp1/Ripor2/Bmp2/Ccn3/Grem1/Nr3c1/Akap6/Thra/Hdac4","Prox1/Igf1/Mef2c/Ehd1/Shh/Cxcl12"
"BP","GO:0010038","response to metal ion",0.0228155144568415,0.00294494122029469,0.17670426168977,0.0361591930514592,"17/601","21/654","Homer1/Prnp/Cpne8/Lrrk2/Cpne7/Syt17/Cacna1g/Syt4/Rasal1/Fosb/Hcn1/Dlg2/Syt9/Cpne5/Gsn/CYTB/Junb","Lct/Syt2/Crhbp/Kcna1/Cpne4/Jun/Capn3/Camk2b/Mef2c/Kcnmb2/Mapk3/Egfr/Syt6/Shh/Slc30a3/Syt10/Glra2/Plcg2/Hnrnpd/Anxa11/Abat"
"BP","GO:0042107","cytokine metabolic process",0.0232650739222018,0.18069718045104,0.179853615745435,0.497922148276386,"8/601","6/654","Inhbb/Egr1/Inpp5d/App/Icosl/Zfpm1/Tbk1/Mast2","Il1rap/Wnt5a/Pcsk5/Akap12/Stat5b/Tirap"
"CC","GO:0005903","brush border",0.0232681773277506,0.3002076781364,0.100154328497709,0.695379009560845,"9/606","6/659","Prkcb/Slc9a2/Myh10/Cd36/Myh9/Rgs19/Mttp/Shank2/Diaph1","Lct/Mme/Eps8/Car4/Kcnk1/Ddr1"
"MF","GO:0016782","transferase activity, transferring sulfur-containing groups",0.0234131834238243,0.448972789032017,0.127093084759012,0.803345414021522,"6/595","3/653","Ndst3/Hs6st3/Ndst4/Hs3st2/Hs6st2/Chst8","Wscd1/Hs3st4/Hs3st1"
"BP","GO:0035924","cellular response to vascular endothelial growth factor stimulus",0.0234197819845065,0.0101355319572308,0.180383982564489,0.0930058792338677,"6/601","7/654","Jcad/Vegfd/Dab2ip/Dcn/Nr4a1/Kdr","Nrp2/Smoc2/Ccbe1/Nrp1/Sema6a/Prkd1/Adamts3"
"BP","GO:0051932","synaptic transmission, GABAergic",0.0234197819845065,0.000120870542113421,0.180383982564489,0.00343685844088294,"6/601","10/654","Usp46/Gabra2/Gabra3/Adra1a/Plcl2/Npas4","Slc6a1/Erbb4/Cntnap4/Plcl1/Gabra4/Tac1/Grik1/Car2/Cnr1/Prkce"
"MF","GO:0004693","cyclin-dependent protein serine/threonine kinase activity",0.0237407026305457,1,0.127093084759012,1,"4/595",NA,"Cdkl5/Cdk17/Cdkl4/Cdk13",NA
"MF","GO:0015298","solute:cation antiporter activity",0.0237407026305457,0.71729409449885,0.127093084759012,0.92661597709424,"4/595","1/653","Slc24a3/Slc8a1/Slc9a2/Slc24a4","Slc8a3"
"MF","GO:0097472","cyclin-dependent protein kinase activity",0.0237407026305457,1,0.127093084759012,1,"4/595",NA,"Cdkl5/Cdk17/Cdkl4/Cdk13",NA
"BP","GO:0008045","motor neuron axon guidance",0.0237451454042423,0.00632753480343055,0.181556869106027,0.0658978443865707,"4/601","5/654","Foxp1/Alcam/Rnf165/Egr2","Plxna4/Nrp1/Slit1/Cxcl12/Cxcr4"
"BP","GO:0010737","protein kinase A signaling",0.0237451454042423,0.11994044740556,0.181556869106027,0.399521893188861,"4/601","3/654","Lrrk2/Grin2b/Akap5/Akap6","Prkacb/Akap12/Akap7"
"BP","GO:0045920","negative regulation of exocytosis",0.0237451454042423,0.346375817946222,0.181556869106027,0.698570361718885,"4/601","2/654","Bcr/Adra2a/Syt4/Stxbp3","Abr/Il1rapl1"
"BP","GO:0090287","regulation of cellular response to growth factor stimulus",0.0237453852673276,0.00662743300206157,0.181556869106027,0.0685257546289715,"17/601","20/654","Prkcb/Jcad/Vegfd/Sorl1/Rasl11b/Dab2ip/Wasf1/Grem1/Dcn/Sh3glb1/Sulf1/Bmpr2/Rnf165/Runx2/Hspa5/Smurf1/Kdr","Npnt/Tmem108/Smoc2/Dlx1/Ccbe1/Fgf1/Nrep/Cd109/Ngf/Zeb1/Sema6a/Wnt5a/Dok5/Bambi/Fgfr1/Vasn/Ngfr/Htra1/Fgf9/Adamts3"
"BP","GO:0043410","positive regulation of MAPK cascade",0.0240530665563506,1.13786823307222e-05,0.183320419843311,0.000723215662255607,"26/601","39/654","Grm5/Kit/Rasgrp1/Sh3rf1/Ar/Jcad/Lrrk2/Ksr1/Bmp2/Met/Adra2a/Dab2ip/Alox12b/Htr2c/Magi3/Lrp1/Cd36/Cx3cl1/Sstr4/Wwc1/Adra1a/App/Timp2/Kdr/Htr2a/Gcnt2","Erbb4/Npnt/Ntf3/Jun/Tiam1/Igf1/Pde5a/Tgfa/Grm1/Fgf1/Mapk3/Egfr/Ngf/Nrp1/Ndrg4/Vangl2/Wnt5a/Gas6/Flt3/Peli2/Map3k20/Dok5/Prkca/Dhx33/Oprm1/Fgfr1/Necab2/Akap12/Ngfr/Nek10/Ankrd6/Prkce/Cdh2/Apoe/Fgf9/Alk/Adcyap1/Tgfbr1/Tirap"
"BP","GO:0090150","establishment of protein localization to membrane",0.0241625822411042,0.884868307449854,0.183320419843311,0.958172504432806,"16/601","7/654","Rab8b/Prnp/Lrrc7/Arl6ip1/Zdhhc2/Sh3glb1/Arhgap44/Cacnb1/Kcnb1/Hspa5/Snx27/Clstn1/Grasp/Vamp2/Zdhhc20/Reep1","Cacng2/Cplx1/Cemip/Nectin3/Rilpl1/Pard3/Frmpd1"
"BP","GO:0071804","cellular potassium ion transport",0.0244311831559529,0.000231297307352931,0.183320419843311,0.0052338584417768,"13/601","19/654","Prnp/Slc9a2/Kcnt2/Kcnn2/Hcn1/Kcnh7/Kcnf1/Kcnh3/Kcnq2/Kcnb1/Snx27/Akap6/Vamp2","Kcnc1/Kcna1/Kcnc2/Kcnj2/Kcnc3/Kcnh2/Ano6/Kcng4/Lrrc55/Kcng3/Kcnk1/Kcnip1/Kcnh5/Kcnq5/Kcnk10/Kcna3/Akap7/Kcnd3/Amigo1"
"BP","GO:0071805","potassium ion transmembrane transport",0.0244311831559529,0.000231297307352931,0.183320419843311,0.0052338584417768,"13/601","19/654","Prnp/Slc9a2/Kcnt2/Kcnn2/Hcn1/Kcnh7/Kcnf1/Kcnh3/Kcnq2/Kcnb1/Snx27/Akap6/Vamp2","Kcnc1/Kcna1/Kcnc2/Kcnj2/Kcnc3/Kcnh2/Ano6/Kcng4/Lrrc55/Kcng3/Kcnk1/Kcnip1/Kcnh5/Kcnq5/Kcnk10/Kcna3/Akap7/Kcnd3/Amigo1"
"BP","GO:0031589","cell-substrate adhesion",0.0244732442322403,6.36148008744988e-07,0.183320419843311,7.637310260544e-05,"20/601","34/654","Bcr/Myadm/Pik3r1/L1cam/Ephb3/Tyro3/Sirpa/Grem1/Lrp1/Cd36/Tmem8b/Ptn/Slk/Ppm1f/Lamc3/Prex1/S100a10/Kdr/Itga4/Gcnt2","Npnt/Ndnf/Edil3/Itgb8/Plekha2/Ephb1/Tiam1/Smoc2/Cdh13/Parva/Npy2r/Ntn5/Spock1/Nrp1/Gas6/Parvg/Jag1/Adamts9/Pcsk5/Carmil1/Ddr1/Fam107a/Cspg5/Bcar1/Zyx/Prkce/Strc/Itga11/Bcan/Epha3/Smoc1/Jup/Lamc2/Net1"
"BP","GO:0018210","peptidyl-threonine modification",0.024515089292389,0.265331955785719,0.183320419843311,0.608686153347068,"11/601","8/654","Prkcb/Lrrk2/Met/Spred1/Lmtk2/Galnt16/App/Tbk1/Ttbk1/Phip/Sbk1","Trpc6/Cemip/Wnt5a/Prkd1/Prkca/Pard3/Cdc42bpg/Tgfbr1"
"BP","GO:0046488","phosphatidylinositol metabolic process",0.024515089292389,0.409519384653822,0.183320419843311,0.742425662950428,"11/601","7/654","Synj2/Pik3r1/Htr2c/Inpp5d/Chrm5/Ttc7b/Mboat7/Fam126a/Htr2a/Mtmr4/Mtmr1","Pitpnc1/Efr3b/Inpp5j/Inpp4b/Vac14/Ip6k2/Plcg2"
"CC","GO:0030122","AP-2 adaptor complex",0.0245533400982338,1,0.102999180920557,1,"3/606",NA,"Ap2b1/Eps15/Fcho2",NA
"CC","GO:0033017","sarcoplasmic reticulum membrane",0.0245533400982338,0.515106435882466,0.102999180920557,0.884940773459123,"3/606","1/659","Fkbp1a/Nos1/Akap6","Jph1"
"CC","GO:0098871","postsynaptic actin cytoskeleton",0.0245533400982338,0.154707819710037,0.102999180920557,0.430903988640227,"3/606","2/659","Cttnbp2/Myh10/Abi2","Itsn1/Filip1"
"MF","GO:0051721","protein phosphatase 2A binding",0.0248186028281202,0.557041133400717,0.129327900653885,0.836255395705834,"5/595","2/653","Dab2ip/Cpd/Grin3a/Strn/Akap6","Foxo1/Cacna1c"
"BP","GO:0006911","phagocytosis, engulfment",0.0248243833104947,0.847335634734127,0.183320419843311,0.937339291866111,"5/601","1/654","Arhgap12/Sirpa/Cd36/Myh9/Gsn","Ano6"
"BP","GO:0007616","long-term memory",0.0248243833104947,0.0341058128913482,0.183320419843311,0.194479719425421,"5/601","5/654","Shank1/Egr1/Arc/Slc17a7/Npas4","Reln/Tac1/Ccnd2/Apoe/Adcy1"
"BP","GO:0010464","regulation of mesenchymal cell proliferation",0.0248243833104947,0.0341058128913482,0.183320419843311,0.194479719425421,"5/601","5/654","Foxp1/Syne1/Ptn/Kdr/Irs2","Zeb1/Wnt5a/Shh/Fgfr1/Fgf9"
"BP","GO:0070570","regulation of neuron projection regeneration",0.0248243833104947,1,0.183320419843311,1,"5/601",NA,"Xylt1/Tnr/Lrp1/Ptn/Lrig2",NA
"BP","GO:1901031","regulation of response to reactive oxygen species",0.0248243833104947,1,0.183320419843311,1,"5/601",NA,"Foxp1/Lrrk2/Met/Cd36/Hsph1",NA
"BP","GO:0006835","dicarboxylic acid transport",0.0248561194507994,0.387133050162701,0.183320419843311,0.737694231594279,"7/601","4/654","Grin2b/Arl6ip1/Hrh3/Syt4/Per2/Nr3c1/Slc17a7","Grm2/Slc17a8/Slc1a2/Abat"
"BP","GO:0030808","regulation of nucleotide biosynthetic process",0.0248561194507994,0.616437007536607,0.183320419843311,0.819514225337808,"7/601","3/654","Cbfa2t3/Nos1/Pgam1/App/Ak4/Htr2a/Hdac4","Igf1/Esrrb/Zbtb20"
"BP","GO:1900371","regulation of purine nucleotide biosynthetic process",0.0248561194507994,0.616437007536607,0.183320419843311,0.819514225337808,"7/601","3/654","Cbfa2t3/Nos1/Pgam1/App/Ak4/Htr2a/Hdac4","Igf1/Esrrb/Zbtb20"
"MF","GO:0035258","steroid hormone receptor binding",0.0249713545436219,0.550711587829189,0.129327900653885,0.836255395705834,"8/595","4/653","Prkcb/Nrip1/Nr4a2/Ar/Pik3r1/Nr4a1/Strn/Ppargc1b","Grm1/Flt3/Fkbp4/Stat5b"
"MF","GO:0042562","hormone binding",0.0249713545436219,0.015290110795211,0.129327900653885,0.119400303400805,"8/595","9/653","Ar/Npr3/Pik3r1/Nr3c1/Crym/Aldh1a3/Thra/Mchr1","Crhbp/Glp2r/Adcyap1r1/Cdh13/Egfr/Glp1r/Npr1/Chrm3/Calcrl"
"BP","GO:0055006","cardiac cell development",0.0249806016487499,0.343115887490423,0.183320419843311,0.698570361718885,"8/601","5/654","Slc8a1/Foxp1/Met/Myh10/Adra1a/Nr3c1/Akap6/Speg","Prox1/Igf1/Nebl/Jag1/Mybpc1"
"MF","GO:0015464","acetylcholine receptor activity",0.0250663627671856,0.159004315003426,0.129327900653885,0.445596769868471,"3/595","2/653","Chrm4/Hrh3/Chrm5","Chrm2/Chrm3"
"MF","GO:0047555","3',5'-cyclic-GMP phosphodiesterase activity",0.0250663627671856,0.159004315003426,0.129327900653885,0.445596769868471,"3/595","2/653","Pde1a/Prkar1b/Pde11a","Pde1b/Pde5a"
"BP","GO:0031281","positive regulation of cyclase activity",0.0250698330716509,0.1568658103177,0.183320419843311,0.465278946705465,"3/601","2/654","Nos1/Timp2/Akap5","Mapk3/Cacna1c"
"BP","GO:0034114","regulation of heterotypic cell-cell adhesion",0.0250698330716509,1,0.183320419843311,1,"3/601",NA,"Myadm/Tnfaip3/Gcnt2",NA
"BP","GO:0034315","regulation of Arp2/3 complex-mediated actin nucleation",0.0250698330716509,1,0.183320419843311,1,"3/601",NA,"Wasf1/Abi2/Arf1",NA
"BP","GO:0035641","locomotory exploration behavior",0.0250698330716509,0.00438947388599605,0.183320419843311,0.0499244898296709,"3/601","4/654","Lrrk2/Tnr/Slc4a10","Gad1/Lsamp/Prkce/Apoe"
"BP","GO:0051127","positive regulation of actin nucleation",0.0250698330716509,1,0.183320419843311,1,"3/601",NA,"Wasf1/Abi2/Gsn",NA
"BP","GO:0051349","positive regulation of lyase activity",0.0250698330716509,0.518225948909243,0.183320419843311,0.772541543879612,"3/601","1/654","Nos1/Timp2/Akap5","Cacna1c"
"BP","GO:0060219","camera-type eye photoreceptor cell differentiation",0.0250698330716509,1,0.183320419843311,1,"3/601",NA,"Dio3/Ptn/Hcn1",NA
"BP","GO:0150077","regulation of neuroinflammatory response",0.0250698330716509,0.518225948909243,0.183320419843311,0.772541543879612,"3/601","1/654","Lrrk2/Cx3cl1/Ttbk1","Igf1"
"BP","GO:1902430","negative regulation of amyloid-beta formation",0.0250698330716509,0.0312274495500228,0.183320419843311,0.182336829133143,"3/601","3/654","Prnp/Sorl1/Spon1","Igf1/Olfm1/Apoe"
"BP","GO:0001659","temperature homeostasis",0.0252645768795706,0.387191419484671,0.184422608232405,0.737694231594279,"12/601","8/654","Tle3/Egr1/Npr3/Prkab2/Cd36/Per2/Elovl6/Dync1h1/Plcl2/Ppargc1b/Thra/Htr2a","Plcl1/Napepld/Esrrg/Cnr1/Nova1/Cxcr4/Adcyap1/Abat"
"BP","GO:0040013","negative regulation of locomotion",0.0253476615643335,9.26258729997633e-05,0.184707307747056,0.00285251221007666,"20/601","29/654","Grm5/Bcr/Ptpru/Ripor2/Zmynd8/Ptprg/Spred1/Dab2ip/Ccn3/Htr2c/Grem1/Lrp1/Cx3cl1/Dcn/Ptn/Rap2b/Trim8/Sulf1/Arhgdia/Pfn2","Sema5a/Erbb4/Igfbp5/Ptprm/Adarb1/Sema3c/Mcc/Mef2c/Sema6d/Abr/Tmeff2/Olfm1/Nrp1/Frmd5/Ndrg4/Sema6a/Wnt5a/Acan/Cygb/Slit1/Jag1/Adamts9/Stard13/Shh/Mid2/Apoe/Sema3d/Cxcl12/Jup"
"BP","GO:0001817","regulation of cytokine production",0.0254477920662261,0.320553548681674,0.185115015203971,0.671236646028195,"29/601","24/654","Rasgrp1/Prnp/Inhbb/Egr1/Lrrk2/Vegfd/Atp2b1/Pik3r1/Met/Adra2a/Homer2/Sirpa/Lrp1/Cd36/Pde4b/Inpp5d/Cx3cl1/Tnfaip3/Jph4/Per1/App/Sulf1/Icosl/Dlk1/Zfpm1/Cd34/Tbk1/Mast2/Rnf216","Itgb8/Il1r1/Il1rap/Ccbe1/Igf1/Abcd2/Gprc5b/Mapk3/Erbin/Rora/Zbtb20/Wnt5a/Gas6/Flt3/Alox8/Dhx33/Fgfr1/Akap12/Laptm4b/Zc3hav1/Plcg2/Adcyap1/Stat5b/Tirap"
"BP","GO:0071363","cellular response to growth factor stimulus",0.02561216699603,8.20896657946776e-06,0.185778200327579,0.000554361774319682,"31/601","46/654","Prkcb/Jcad/Egr1/Egr4/Vegfd/Sorl1/Bmp2/Rasl11b/Nos1/Dab2ip/Sh3gl2/Lmtk2/Wasf1/Grem1/Flrt1/Dcn/Nr4a1/Sh3glb1/Cbl/Git1/Sulf1/Bmpr2/Rnf165/Bmpr1b/Nr3c1/Runx2/Hspa5/Smurf1/Kdr/Mtmr4/Gcnt2","Erbb4/Vstm2a/Npnt/Tmem108/Nrp2/Ntf3/Jun/Smoc2/Dlx1/Ccbe1/Tac1/Mef2c/Plk5/Fgf1/Mapk3/Ehd1/Dlx5/Nrep/Egfr/Cd109/Ngf/Nrp1/Zeb1/Sema6a/Wnt5a/Gas6/Prkd1/Dok5/Fut8/Zcchc12/Bambi/Mtss2/Fgfr1/Vasn/Ngfr/Bcar1/Zyx/Prkce/Yes1/Htra1/Fgf9/Kcnd3/Adamts3/Stat5b/Tgfbr1/Fgf5"
"MF","GO:0015294","solute:cation symporter activity",0.025664848627418,0.104480666460085,0.130524087305155,0.346274629323833,"6/595","5/653","Slc36a1/Slc4a8/Slc4a10/Slc17a7/Slc20a1/Slc5a3","Slc6a1/Slc32a1/Slc4a4/Slc6a6/Slc1a2"
"MF","GO:0030276","clathrin binding",0.025664848627418,0.0380288277635267,0.130524087305155,0.197760152333329,"6/595","6/653","Ap2b1/Lrrk2/Syt17/Lrp1/Syt4/Syt9","Ncald/Trpc6/Syt2/Cemip/Syt6/Syt10"
"BP","GO:0031103","axon regeneration",0.0256719756538587,0.719045594972566,0.185778200327579,0.86880488159671,"6/601","2/654","Gap43/Xylt1/Tnr/Lrp1/Ptn/Lrig2","Jun/Nrep"
"BP","GO:0071242","cellular response to ammonium ion",0.0256719756538587,0.000704478744959956,0.185778200327579,0.0124485277432806,"6/601","9/654","Lrrk2/Chrm4/Hrh3/Chrm5/Ly6h/Diaph1","Crhbp/Rgs10/Rgs8/Chrm2/Mapk3/Oprm1/Lypd1/Hnrnpd/Chrm3"
"BP","GO:1990845","adaptive thermogenesis",0.025878120679679,0.742510401318002,0.186947113185957,0.880791633415636,"11/601","5/654","Tle3/Npr3/Sorl1/Prkab2/Cd36/Per2/Elovl6/Dync1h1/Plcl2/Ppargc1b/Thra","Plcl1/Esrrg/Nova1/Cxcr4/Adcyap1"
"MF","GO:0070851","growth factor receptor binding",0.0259271391195061,0.0431118703186452,0.130922858532541,0.21109273638621,"9/595","9/653","Vegfd/Grin2b/Pik3r1/Dab2ip/Grem1/Flrt1/App/Cbl/Lingo1","Erbb4/Il1r1/Il1rap/Tgfa/Fgf1/Vav3/Yes1/Fgf9/Fgf5"
"BP","GO:0031214","biomineral tissue development",0.0261574066669921,0.453206616155492,0.18831535040326,0.75222272548752,"10/601","6/654","Slc8a1/Atp2b1/Bmp2/Grem1/Rspo2/Ptn/Bmpr2/Bmpr1b/Dlk1/Slc20a1","Igf1/Atp2b2/Mef2c/Ano6/Gas6/Ank"
"BP","GO:0097553","calcium ion transmembrane import into cytosol",0.0261574066669921,0.00743460735600289,0.18831535040326,0.0735294576490721,"10/601","12/654","Prnp/Itpr1/Slc8a1/Fkbp1a/Grin2b/Htr2c/Cx3cl1/Akap6/Htr2a/Diaph1","Ubash3b/Capn3/Grin2d/Cemip/Ngf/Prkd1/Gstm7/Slc8a3/Glp1r/Prkce/Plcg2/Plch1"
"CC","GO:0005834","heterotrimeric G-protein complex",0.0265641314162194,0.725582491649778,0.109577042091905,0.99999995667437,"4/606","1/659","Gnai1/Gng12/Gnb4/Gnaz","Gng2"
"CC","GO:1905360","GTPase complex",0.0265641314162194,0.725582491649778,0.109577042091905,0.99999995667437,"4/606","1/659","Gnai1/Gng12/Gnb4/Gnaz","Gng2"
"MF","GO:1990782","protein tyrosine kinase binding",0.0267728283248631,0.0428725911997242,0.134241223713398,0.21109273638621,"8/595","8/653","Grm5/Pik3r1/Sirpa/Cbl/Bmpr2/Nr3c1/Gab2/Ptpn14","Pitpnm2/Dscam/Tiam1/Il1rap/Cblb/Grb14/Gas6/Sh2d3c"
"BP","GO:0030838","positive regulation of actin filament polymerization",0.0267826146541692,0.757122037359772,0.192485686794115,0.889448612522134,"8/601","3/654","Actr2/Wasf1/Abi2/Baiap2/Iqgap2/Gsn/Pfn2/Arf1","Cdc42ep4/Carmil1/Prkce"
"BP","GO:0002090","regulation of receptor internalization",0.02688048776629,0.215275890882841,0.192858294076635,0.538127472756297,"7/601","5/654","Usp46/Syne1/Sh3gl2/Grem1/Akap5/Arc/Arf1","Ntf3/Gsg1l/Necab2/Pard3/Plcg2"
"BP","GO:0051271","negative regulation of cellular component movement",0.0271525158209664,8.20778889839695e-05,0.193879241928534,0.00258934770940669,"19/601","28/654","Bcr/Ptpru/Ripor2/Nos1/Zmynd8/Ptprg/Spred1/Dab2ip/Ccn3/Grem1/Lrp1/Cx3cl1/Dcn/Ptn/Rap2b/Cnih2/Sulf1/Arhgdia/Pfn2","Sema5a/Erbb4/Igfbp5/Ptprm/Adarb1/Sema3c/Mcc/Mef2c/Sema6d/Abr/Tmeff2/Olfm1/Nrp1/Frmd5/Ndrg4/Sema6a/Wnt5a/Acan/Cygb/Slit1/Jag1/Adamts9/Stard13/Shh/Apoe/Sema3d/Cxcl12/Jup"
"MF","GO:0030551","cyclic nucleotide binding",0.0272491375804501,0.731804938414292,0.13567402767329,0.940119098332593,"4/595","1/653","Prkar1b/Pde11a/Pde4b/Hcn1","Pde5a"
"BP","GO:0033687","osteoblast proliferation",0.0272541464190708,0.728730981288202,0.193879241928534,0.873274960216134,"4/601","1/654","Npr3/Bmp2/Grem1/Junb","Cthrc1"
"BP","GO:1900273","positive regulation of long-term synaptic potentiation",0.0272541464190708,0.0356865186108716,0.193879241928534,0.200829600828369,"4/601","4/654","Shisa7/Nos1/Nrgn/App","Reln/Mme/Adcy1/Igsf11"
"BP","GO:1905144","response to acetylcholine",0.0272541464190708,0.00129693534984108,0.193879241928534,0.0188099147047421,"4/601","6/654","Chrm4/Hrh3/Chrm5/Ly6h","Rgs10/Rgs8/Chrm2/Oprm1/Lypd1/Chrm3"
"BP","GO:1905145","cellular response to acetylcholine",0.0272541464190708,0.00129693534984108,0.193879241928534,0.0188099147047421,"4/601","6/654","Chrm4/Hrh3/Chrm5/Ly6h","Rgs10/Rgs8/Chrm2/Oprm1/Lypd1/Chrm3"
"BP","GO:0071407","cellular response to organic cyclic compound",0.0274779873446086,0.465555124681636,0.195140283006627,0.752479150663436,"23/601","17/654","Nrip1/Itpr1/Inhbb/Ar/Slc8a1/Foxp1/Egr1/Gnai1/Lrrk2/Bmp2/Nos1/Pde4b/Sstr4/Per1/App/Hcn1/Slc16a1/Gramd1b/Nr3c1/Ppargc1b/Akap6/Npas4/Diaph1","Igfbp5/Crhbp/Pde3a/Igf1/Mef2c/Mapk3/Rora/Egfr/Gstm7/Fbxo32/Fam107a/Slc8a3/Zc3hav1/Akap7/Jup/Fkbp4/Pim1"
