"","Length","gencodeID","ensemblID","gene_type","Symbol","EntrezID","meanExprs","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSMUSG00000027540.13",5533,"ENSMUSG00000027540.13","ENSMUSG00000027540","protein_coding","Ptpn1",19246,6.06210218957607,0.00856364897696756,5.06823101969053,0.0553048564554513,0.95644241237277,0.988566707252319,-6.96996179743291
"ENSMUSG00000044641.7",3399,"ENSMUSG00000044641.7","ENSMUSG00000044641","protein_coding","Pard6b",58220,1.37662611545792,0.0125947595609435,2.26105918431349,0.0384440715425622,0.969713436816572,0.991950064952014,-6.13306531313741
"ENSMUSG00000085267.1",366,"ENSMUSG00000085267.1","ENSMUSG00000085267","lincRNA","Gm14235",NA,0.108264173875922,0.505171485316296,-1.8156027603226,0.740969068763798,0.467293288735167,0.801884231438831,-5.27739494165531
"ENSMUSG00000092923.1",95,"ENSMUSG00000092923.1","ENSMUSG00000092923","miRNA","Gm24561",NA,2.03338185197502,0.748026953414671,-1.15520171835545,1.3540443570311,0.1907725987422,0.55491938658193,-4.78251280043953
"ENSMUSG00000051149.15",5350,"ENSMUSG00000051149.15","ENSMUSG00000051149","protein_coding","Adnp",11538,0.198692327908062,0.591985369569976,0.279130489411295,1.04034759350248,0.310548948185038,0.687470824340473,-5.20215132340455
"ENSMUSG00000078919.10",7489,"ENSMUSG00000078919.10","ENSMUSG00000078919","protein_coding","Dpm1",13480,0.667123826834601,0.092538386586314,2.382193998733,0.316481225522182,0.754905184202876,0.938812289708597,-6.12945182809309
"ENSMUSG00000074576.4",1973,"ENSMUSG00000074576.4","ENSMUSG00000074576","protein_coding","Mocs3",69372,4.60449158279908,0.124824205605751,3.17368394371128,0.50072792118353,0.622009226875635,0.888753424385917,-6.32216629985247
"ENSMUSG00000074575.4",4508,"ENSMUSG00000074575.4","ENSMUSG00000074575","protein_coding","Kcng1",241794,16.8006593885409,0.421782394946869,6.1956285261962,2.3500411636903,0.0291092573194705,0.199528838731834,-4.71322455810231
"ENSMUSG00000086783.1",326,"ENSMUSG00000086783.1","ENSMUSG00000086783","lincRNA","Gm14262",NA,0.212218558035595,-0.0304342529033604,-1.68352255192917,-0.0432956815163744,0.965893663613628,0.990943843494883,-5.50868983686497
"ENSMUSG00000027544.16",10578,"ENSMUSG00000027544.16","ENSMUSG00000027544","protein_coding","Nfatc2",18019,0.785426888264077,0.0526547480335481,3.00929786201745,0.180092061665987,0.85888612997041,0.962454767460331,-6.37997935913311
"ENSMUSG00000027546.15",5917,"ENSMUSG00000027546.15","ENSMUSG00000027546","protein_coding","Atp9a",11981,56.0904739206509,0.139449861134031,8.37347800579584,1.96077272030155,0.06393142116423,0.312463239374058,-5.89337343537595
"ENSMUSG00000027551.15",5918,"ENSMUSG00000027551.15","ENSMUSG00000027551","protein_coding","Zfp64",22722,2.33963586360136,-0.215861526182607,3.76919152750004,-0.932860469900774,0.361978985399691,0.734365769346845,-6.16179671633628
"ENSMUSG00000047907.11",7781,"ENSMUSG00000047907.11","ENSMUSG00000047907","protein_coding","Tshz2",228911,1.09105602082847,-0.714400070577374,2.76960486267903,-1.17259563653441,0.254687673542694,0.629508980916865,-5.5948050119239
"ENSMUSG00000052056.14",6139,"ENSMUSG00000052056.14","ENSMUSG00000052056","protein_coding","Zfp217",228913,0.193487846954403,-1.48824027687742,0.0956258655709495,-2.24522072322099,0.0361755651424495,0.225682784055404,-3.61922123633754
"ENSMUSG00000084013.1",846,"ENSMUSG00000084013.1","ENSMUSG00000084013","processed_pseudogene","Gm14270",NA,0.723622656919413,-0.257798020457534,-0.706799903027036,-0.425936442115983,0.674686882731436,0.912693649094477,-5.53301811780315
"ENSMUSG00000013523.13",3775,"ENSMUSG00000013523.13","ENSMUSG00000013523","protein_coding","Bcas1",76960,1.65925099890142,-0.149871032165755,2.61347530542137,-0.417118225687787,0.681019518832905,0.915884893578997,-6.14431453440586
"ENSMUSG00000084067.3",306,"ENSMUSG00000084067.3","ENSMUSG00000084067","processed_pseudogene","Gm14269",NA,5.47762001698206,-0.0636238484301685,0.630035320993812,-0.143864623921285,0.887042012540658,0.968441030111808,-5.7972317491007
"ENSMUSG00000052033.13",2520,"ENSMUSG00000052033.13","ENSMUSG00000052033","protein_coding","Pfdn4",109054,3.40674190318892,-0.504782789182303,3.05559364150867,-1.51895644526981,0.144369147654754,0.488301595677505,-5.2393324643235
"ENSMUSG00000085225.1",444,"ENSMUSG00000085225.1","ENSMUSG00000085225","antisense","Gm14637",NA,1.0474832347285,0.380951324008706,-0.869094284702524,0.491802077558069,0.628194794087763,0.890496384206245,-5.47921298008877
"ENSMUSG00000027560.4",1768,"ENSMUSG00000027560.4","ENSMUSG00000027560","protein_coding","Dok5",76829,5.71949991214972,-1.37153018048216,3.18982067446209,-4.37873106376473,0.000288150547259123,0.00709580984397216,0.415239114523658
"ENSMUSG00000067578.3",2902,"ENSMUSG00000067578.3","ENSMUSG00000067578","protein_coding","Cbln4",228942,4.01986124223918,-1.18728895520312,3.2889190254496,-3.64186486286627,0.00161509514709412,0.0264897057000152,-1.25855413164519
"ENSMUSG00000027495.4",3617,"ENSMUSG00000027495.4","ENSMUSG00000027495","protein_coding","Fam210b",67017,7.29434835611552,0.374483219235376,4.71308209819595,2.3461776165455,0.029345290211885,0.200589969115404,-4.3568500750667
"ENSMUSG00000027496.15",2531,"ENSMUSG00000027496.15","ENSMUSG00000027496","protein_coding","Aurka",20878,0.564238233913965,0.0443987246403306,0.561372701611454,0.0768464737619515,0.939506552280125,0.983205615059023,-5.74110758038687
"ENSMUSG00000027498.14",3504,"ENSMUSG00000027498.14","ENSMUSG00000027498","protein_coding","Cstf1",67337,7.2564723470248,-0.216563272480351,4.65002313161839,-1.21975329899104,0.236697861299587,0.610156562622691,-6.10999752732038
"ENSMUSG00000087633.1",2146,"ENSMUSG00000087633.1","ENSMUSG00000087633","processed_transcript","Gm14455",NA,0.109294292146979,-0.144681632488135,-1.29653453611461,-0.17311309289342,0.864296399255126,0.962454767460331,-5.51012744114838
"ENSMUSG00000027502.11",2644,"ENSMUSG00000027502.11","ENSMUSG00000027502","protein_coding","Rtf2",66404,16.3265287645167,0.0424579892449587,5.43463406562104,0.329241477924546,0.74538406710814,0.937800226868339,-7.01655203938719
"ENSMUSG00000081344.5",171,"ENSMUSG00000081344.5","ENSMUSG00000081344","processed_pseudogene","Gm14303",NA,7.21080316123634,-0.239257280895683,0.290930467171083,-0.288571189983904,0.775868675204146,0.945937075128999,-5.65557939031872
"ENSMUSG00000008999.7",4019,"ENSMUSG00000008999.7","ENSMUSG00000008999","protein_coding","Bmp7",12162,0.255188648673609,-0.823350673888457,-0.180065363478981,-0.966752649063142,0.345172982037129,0.718680210265464,-5.20974180159084
"ENSMUSG00000027509.11",2554,"ENSMUSG00000027509.11","ENSMUSG00000027509","protein_coding","Rae1",66679,12.7116746034679,0.134236995880144,5.02433314546457,0.887542640308538,0.385299075881719,0.749804583981324,-6.56840180725695
"ENSMUSG00000027510.17",2869,"ENSMUSG00000027510.17","ENSMUSG00000027510","protein_coding","Rbm38",56190,0.247977017460504,0.174793555038679,-0.357100135293411,0.227310471807181,0.822481676831133,0.953311670529384,-5.58535503093582
"ENSMUSG00000038400.15",4913,"ENSMUSG00000038400.15","ENSMUSG00000038400","protein_coding","Pmepa1",65112,2.93341383863999,0.121770159798036,3.7641059783098,0.397739272979191,0.695020909051769,0.922040997295407,-6.53831392241249
"ENSMUSG00000055897.13",12025,"ENSMUSG00000055897.13","ENSMUSG00000055897","transcribed_unprocessed_pseudogene","Ppp4r1l-ps",NA,0.608411416032324,0.0423941054230833,2.83917677543808,0.13121182779349,0.896914034209874,0.97228023511545,-6.2870074911968
"ENSMUSG00000027519.10",7206,"ENSMUSG00000027519.10","ENSMUSG00000027519","protein_coding","Rab22a",19334,6.5001153339428,0.130006924110365,5.53608114262997,0.899174262884428,0.379221089514906,0.744732021913796,-6.68062788060376
"ENSMUSG00000054455.4",7131,"ENSMUSG00000054455.4","ENSMUSG00000054455","protein_coding","Vapb",56491,14.3130313935894,0.00209573998168594,6.67253562512709,0.0214464988571875,0.983101258442616,0.99312710549533,-7.36996266017641
"ENSMUSG00000082543.1",475,"ENSMUSG00000082543.1","ENSMUSG00000082543","processed_pseudogene","Gm14336",NA,0.191979479277331,-0.257095770638977,-1.68352255192917,-0.334747501354897,0.741288512581233,0.936538370020593,-5.45379042701423
"ENSMUSG00000081700.1",210,"ENSMUSG00000081700.1","ENSMUSG00000081700","processed_pseudogene","Atp5k-ps2",NA,1.90958405935779,-0.165378935001032,-0.829627502054737,-0.232217856943917,0.818720153671207,0.952567460407938,-5.53634211232467
"ENSMUSG00000027522.15",3962,"ENSMUSG00000027522.15","ENSMUSG00000027522","protein_coding","Stx16",228960,15.5664577299983,-0.0957298526679564,5.94443597679821,-0.794698073247292,0.436085855027231,0.784936516314103,-6.86905163042383
"ENSMUSG00000065521.1",79,"ENSMUSG00000065521.1","ENSMUSG00000065521","miRNA","Mir296",NA,0.902442428667214,-0.215834527472067,-1.8156027603226,-0.291127785746151,0.773940782816552,0.944301421227799,-5.46379675963319
"ENSMUSG00000027523.19",11186,"ENSMUSG00000027523.19","ENSMUSG00000027523","protein_coding","Gnas",14683,3.16394980194743,-0.108935801232031,5.1234964554694,-0.726069850006057,0.476178192144028,0.808848825331763,-6.73233429007127
"ENSMUSG00000016253.12",2883,"ENSMUSG00000016253.12","ENSMUSG00000016253","protein_coding","Nelfcd",57314,8.33461941874321,-0.0060926130610297,4.58515980487998,-0.0364359122694126,0.9712947265376,0.992540420364684,-6.85029815128031
"ENSMUSG00000016256.10",1441,"ENSMUSG00000016256.10","ENSMUSG00000016256","protein_coding","Ctsz",64138,2.69972200475834,0.215782632615428,1.92392148587557,0.509934995067768,0.615658736849674,0.885192769133844,-5.93868333517792
"ENSMUSG00000016252.7",1756,"ENSMUSG00000016252.7","ENSMUSG00000016252","protein_coding","Atp5e",67126,5.83477141125187,-0.250176486857944,3.32416214066159,-0.88356122495927,0.387394166887942,0.749804583981324,-6.06813556424303
"ENSMUSG00000016257.15",1860,"ENSMUSG00000016257.15","ENSMUSG00000016257","protein_coding","Prelid3b",66390,10.5275938497093,0.151246722263217,4.29715016644268,0.86910859321783,0.395062059378589,0.755561290922892,-6.37745597629097
"ENSMUSG00000050600.5",9807,"ENSMUSG00000050600.5","ENSMUSG00000050600","protein_coding","Zfp831",100043757,8.17543271095075,0.541363419382704,6.29904675226927,3.73170750087926,0.0013098757100466,0.0229226214921795,-1.77404191282619
"ENSMUSG00000078905.8",937,"ENSMUSG00000078905.8","ENSMUSG00000078905","protein_coding","Gm14393",664987,0.137483428352476,1.25044188080659,-1.41936213514231,1.9688987779326,0.0629280117230778,0.309396057638466,-3.987936275908
"ENSMUSG00000080888.3",2055,"ENSMUSG00000080888.3","ENSMUSG00000080888","unprocessed_pseudogene","Gm14387",NA,0.168591892020713,-0.799651719421255,-0.900293910934316,-1.14458805619528,0.265846179591244,0.643336033165068,-4.98749493024492
"ENSMUSG00000081949.3",401,"ENSMUSG00000081949.3","ENSMUSG00000081949","processed_pseudogene","Gm14392",NA,0.123506592921987,-0.226895839477546,-1.8156027603226,-0.319807574939243,0.752419277637977,0.938258100882039,-5.45614968538297
"ENSMUSG00000090093.8",2561,"ENSMUSG00000090093.8","ENSMUSG00000090093","protein_coding","Gm14399",665001,2.74686841526004,0.458926539335246,2.78268235304516,1.39081938185112,0.179508695036637,0.539507291377377,-5.36031597735865
"ENSMUSG00000078902.3",4859,"ENSMUSG00000078902.3","ENSMUSG00000078902","protein_coding","Gm14443",NA,0.157341474754536,-0.331141099737257,-0.340773451128806,-0.419886517054996,0.679028887400647,0.914797907942784,-5.52747546892697
"ENSMUSG00000078903.10",7822,"ENSMUSG00000078903.10","ENSMUSG00000078903","protein_coding","Gm14391",665001,0.200018849359494,-0.24163772954065,-0.0286812858992108,-0.248662682768244,0.806148358796261,0.952255939221857,-5.62251658939464
"ENSMUSG00000084323.4",624,"ENSMUSG00000084323.4","ENSMUSG00000084323","processed_pseudogene","Gm14438",NA,0.323670992147828,-1.11952934831307,-1.23512073660075,-1.65467832147902,0.113543886514752,0.431961524247472,-4.40011972962208
"ENSMUSG00000078898.9",3042,"ENSMUSG00000078898.9","ENSMUSG00000078898","protein_coding","Zfp968",100043914,0.175143191986787,1.44188943418873,-0.703635915510451,2.24357723012353,0.036297952231378,0.226066132216675,-3.60179877423719
"ENSMUSG00000078897.10",2631,"ENSMUSG00000078897.10","ENSMUSG00000078897","protein_coding","Gm4724",100043915,0.143008915541271,0.563981212557742,-1.16129034020459,0.618682061672256,0.543084174038743,0.846382941580253,-5.3680145993924
"ENSMUSG00000078896.11",2325,"ENSMUSG00000078896.11","ENSMUSG00000078896","protein_coding","Zfp965",100503949,0.438531567809395,1.14496380786165,-0.266943054732642,1.68554764244042,0.107367970307069,0.41831645316617,-4.47143013979738
"ENSMUSG00000094475.7",1501,"ENSMUSG00000094475.7","ENSMUSG00000094475","protein_coding","Gm11007",NA,0.251030921121728,0.235473204502861,-0.768213702540886,0.420263546013957,0.678757958178122,0.914797907942784,-5.51586795193226
"ENSMUSG00000095545.7",1758,"ENSMUSG00000095545.7","ENSMUSG00000095545","protein_coding","Zfp969",102639505,0.37839657511836,0.345979767141395,-1.31373877590356,0.355276849007817,0.726088436523004,0.930389949015876,-5.46718289985917
"ENSMUSG00000094932.7",1501,"ENSMUSG00000094932.7","ENSMUSG00000094932","protein_coding","Gm2007",102639653,0.101977078941322,0.439935006405784,-1.49002854402189,0.577408096824472,0.570084824291048,0.860628447953834,-5.38343341319906
"ENSMUSG00000078889.11",3438,"ENSMUSG00000078889.11","ENSMUSG00000078889","protein_coding","Gm14288",13999,1.884452727747,0.0396295404677951,2.07091838889534,0.0509879979954148,0.959839107062739,0.988955036677764,-6.0770331083587
"ENSMUSG00000083481.4",624,"ENSMUSG00000083481.4","ENSMUSG00000083481","processed_pseudogene","Rps8-ps2",NA,0.137354716551663,0.140360735556577,-1.56069495290146,0.190854616672489,0.850556786245902,0.962133017558396,-5.4921791867183
"ENSMUSG00000078887.10",3440,"ENSMUSG00000078887.10","ENSMUSG00000078887","protein_coding","Gm6710",626832,0.444346739615384,-0.904267649112899,0.440507996581994,-1.25263453713449,0.224737447519395,0.596210858374651,-5.01245578789304
"ENSMUSG00000078886.12",3043,"ENSMUSG00000078886.12","ENSMUSG00000078886","protein_coding","Gm2026",100039060,0.285488626878711,-1.22452073495504,-1.0746207850544,-1.28052878221506,0.214959953533389,0.583926736481191,-4.84388073967386
"ENSMUSG00000095648.7",1753,"ENSMUSG00000095648.7","ENSMUSG00000095648","protein_coding","Gm2004",NA,1.38279332059507,-2.09825143036243,0.686528666465107,-3.09603542658394,0.00567904394542002,0.0658883440835409,-2.1268983483496
"ENSMUSG00000078894.9",3936,"ENSMUSG00000078894.9","ENSMUSG00000078894","protein_coding","2210418O10Rik",100504263,0.342767958946488,0.68097435066315,0.362042720434104,1.06377897850285,0.30006021194008,0.676995677865852,-5.18726506830656
"ENSMUSG00000094108.1",1266,"ENSMUSG00000094108.1","ENSMUSG00000094108","pseudogene","Gm17258",NA,0.661514822649375,-0.982265726774426,-0.62126055208027,-1.1685594767553,0.256273776848046,0.631318217490421,-4.99493586514785
"ENSMUSG00000089951.8",1508,"ENSMUSG00000089951.8","ENSMUSG00000089951","protein_coding","Gm14435",NA,0.13379000019268,-1.89228042477133,-1.35794833562846,-2.7164409832719,0.0132635629036268,0.121315985140209,-2.81205925307341
"ENSMUSG00000078879.10",2709,"ENSMUSG00000078879.10","ENSMUSG00000078879","protein_coding","Zfp973",545490,0.24258537285779,0.175271578410343,-1.22586812723503,0.155019222020095,0.878354484331364,0.964837085660528,-5.5169239903816
"ENSMUSG00000078878.9",2500,"ENSMUSG00000078878.9","ENSMUSG00000078878","protein_coding","Gm14305",668030,7.34314732683376,-0.363579476325544,4.19800806154197,-2.08347243163952,0.0502015237893103,0.271940812952514,-4.67110364457549
"ENSMUSG00000078877.11",3527,"ENSMUSG00000078877.11","ENSMUSG00000078877","protein_coding","Gm14295",100039123,4.25533890222235,0.0707828068472128,3.91290567438959,0.348356714049517,0.731199565506755,0.932458199590222,-6.59361193480431
"ENSMUSG00000083170.1",2330,"ENSMUSG00000083170.1","ENSMUSG00000083170","unprocessed_pseudogene","Gm14405",NA,0.197912926650593,0.531737273479233,-1.04754060547299,0.653805472473369,0.520658096252362,0.834472140730075,-5.38279774879878
"ENSMUSG00000074527.11",9870,"ENSMUSG00000074527.11","ENSMUSG00000074527","protein_coding","Gm14296",102639598,0.112372221896901,0.307292429619055,-0.0480140413391123,0.361612834576151,0.721420229562726,0.929328991900761,-5.58477174087715
"ENSMUSG00000078875.10",2680,"ENSMUSG00000078875.10","ENSMUSG00000078875","protein_coding","Gm14419",628147,0.595108605110601,-1.23205912144513,0.159511743729706,-1.74937202786883,0.0955028077935064,0.392804434529228,-4.36959807777501
"ENSMUSG00000083111.1",1958,"ENSMUSG00000083111.1","ENSMUSG00000083111","unprocessed_pseudogene","Gm14421",NA,0.475906408884247,-0.522961452110813,-0.25130203098503,-0.610861993309169,0.548146911629755,0.849163514772253,-5.44903161306355
"ENSMUSG00000082765.3",914,"ENSMUSG00000082765.3","ENSMUSG00000082765","unprocessed_pseudogene","Gm14411",NA,0.312424789526493,-0.817544503553739,-1.15520171835545,-1.0783721064825,0.293657562327079,0.672350054281321,-5.02950375054974
"ENSMUSG00000082724.3",2308,"ENSMUSG00000082724.3","ENSMUSG00000082724","unprocessed_pseudogene","Gm14416",NA,0.123657288932932,1.07753911001325,-1.25608230051708,1.31851931469992,0.202178248570622,0.569599212735863,-4.80929147396897
"ENSMUSG00000078870.9",2398,"ENSMUSG00000078870.9","ENSMUSG00000078870","protein_coding","Gm14410",NA,3.39029824815894,-0.149909132434135,2.99376649020952,-0.533244603747729,0.599719852857467,0.87539956905742,-6.23970231556013
"ENSMUSG00000078868.3",1581,"ENSMUSG00000078868.3","ENSMUSG00000078868","protein_coding","Gm14412",NA,3.68854725155547,0.48898443274366,2.51100046107533,1.5641700483089,0.133408039173553,0.46921234696471,-5.05364560948025
"ENSMUSG00000078867.9",2441,"ENSMUSG00000078867.9","ENSMUSG00000078867","protein_coding","Gm14418",NA,0.772285185721018,0.404761148989174,1.05434237075744,0.939613212007647,0.358587171183709,0.730476283592147,-5.43593358681923
"ENSMUSG00000083619.3",573,"ENSMUSG00000083619.3","ENSMUSG00000083619","processed_pseudogene","Gm14414",NA,0.502873451345872,-0.593858271500469,-1.58165651681779,-0.684574826522653,0.501441430782259,0.823367972448035,-5.30790449927489
"ENSMUSG00000078866.10",2172,"ENSMUSG00000078866.10","ENSMUSG00000078866","protein_coding","Zfp970",628308,6.90851980792407,-0.274577009244024,3.89650256136474,-1.08762347878772,0.28964998078204,0.668783119778167,-6.04592799509551
"ENSMUSG00000094786.1",1656,"ENSMUSG00000094786.1","ENSMUSG00000094786","protein_coding","Gm14403",NA,4.44864860153555,0.278392651771186,2.90844125737233,1.09768311606436,0.285337408477286,0.664410860302539,-5.76671296076035
"ENSMUSG00000078864.10",1254,"ENSMUSG00000078864.10","ENSMUSG00000078864","protein_coding","Gm14322",626802,1.52201884127648,0.183060120954651,1.04306737925953,0.372979435728225,0.713073616559957,0.926556194337942,-5.77077142776232
"ENSMUSG00000095362.7",1616,"ENSMUSG00000095362.7","ENSMUSG00000095362","protein_coding","Gm14325",329575,9.46473946028508,-0.00321267805656527,3.8728583111266,-0.0122122878986724,0.990376819952873,0.996371069459659,-6.64323611317899
"ENSMUSG00000074521.9",1451,"ENSMUSG00000074521.9","ENSMUSG00000074521","protein_coding","Gm14327",NA,1.33657223103003,-0.799026762398913,0.957721224117128,-1.40353785402175,0.17573914932153,0.534204866314264,-4.90753031780318
"ENSMUSG00000078862.10",2863,"ENSMUSG00000078862.10","ENSMUSG00000078862","protein_coding","Gm14326",665211,5.56482641692872,0.230673369759865,3.99945192977403,1.1348746963878,0.269799536938937,0.646605594589628,-6.03314141168113
"ENSMUSG00000074519.11",2145,"ENSMUSG00000074519.11","ENSMUSG00000074519","protein_coding","Zfp971",626848,6.21152608704393,-0.00568614287111486,3.74674163361383,-0.0278390280243616,0.978065482267102,0.992576740524406,-6.58917313284334
"ENSMUSG00000078861.8",2299,"ENSMUSG00000078861.8","ENSMUSG00000078861","protein_coding","Zfp931",353208,3.88610609072664,0.479276979176679,3.15412008505573,1.86384196277151,0.077039752118561,0.350839355867641,-4.79287707151409
"ENSMUSG00000027525.17",6407,"ENSMUSG00000027525.17","ENSMUSG00000027525","protein_coding","Phactr3",74189,11.0321808747474,0.219585186315117,6.14552613456766,2.22481114472121,0.0377225643764423,0.230444413301335,-4.94180328250864
"ENSMUSG00000049999.4",3267,"ENSMUSG00000049999.4","ENSMUSG00000049999","protein_coding","Ppp1r3d",228966,1.06723713018828,-0.13229857334034,1.81971787148183,-0.321766588018523,0.750956523220197,0.938258100882039,-5.96294758292614
"ENSMUSG00000070476.10",4559,"ENSMUSG00000070476.10","ENSMUSG00000070476","protein_coding","Fam217b",71532,15.420013786782,0.0928428580220274,6.13708275495615,0.910517478660864,0.373355266290626,0.740721572004883,-6.82578641710656
"ENSMUSG00000061897.5",456,"ENSMUSG00000061897.5","ENSMUSG00000061897","processed_pseudogene","Gm14292",NA,3.76423706013173,0.136843016134697,0.822499010121832,0.257950705381522,0.799071334013812,0.952255939221857,-5.76804799090421
"ENSMUSG00000000305.12",7257,"ENSMUSG00000000305.12","ENSMUSG00000000305","protein_coding","Cdh4",12561,2.87683108478717,0.0730300110324884,4.38055195766564,0.411164722033133,0.685308675763682,0.917708353344711,-6.68357879334534
"ENSMUSG00000039117.15",4621,"ENSMUSG00000039117.15","ENSMUSG00000039117","protein_coding","Taf4",228980,3.79213366770407,0.549431300441578,4.10628923217875,2.60136631867574,0.0170456492113791,0.143133299437253,-3.70777963428205
"ENSMUSG00000085704.1",1967,"ENSMUSG00000085704.1","ENSMUSG00000085704","processed_transcript","4921531C22Rik",66730,0.226596743636653,0.370939826098461,-0.555229022952416,0.655270996059528,0.519733636167879,0.833825979390641,-5.39151276270427
"ENSMUSG00000039108.14",2892,"ENSMUSG00000039108.14","ENSMUSG00000039108","protein_coding","Lsm14b",241846,24.7136984960797,0.169245005496514,6.16175033876011,1.80666988573718,0.0858305887170393,0.371495590173124,-5.68494137658743
"ENSMUSG00000027566.14",3072,"ENSMUSG00000027566.14","ENSMUSG00000027566","protein_coding","Psma7",26444,15.0350019626838,-0.116187746748086,5.52910883813853,-0.88088053205074,0.388808997952293,0.750903937839491,-6.70345211101744
"ENSMUSG00000039086.9",4343,"ENSMUSG00000039086.9","ENSMUSG00000039086","protein_coding","Ss18l1",269397,16.5339201208054,0.237016349070149,6.15973175366783,1.93844165764094,0.0667624058026358,0.320708224636886,-5.45820118340736
"ENSMUSG00000039069.19",5949,"ENSMUSG00000039069.19","ENSMUSG00000039069","protein_coding","Mtg2",52856,0.475760386944137,-0.634605736447976,1.47935601159292,-1.49721082508568,0.149899807317975,0.496568372298482,-4.90355167613775
"ENSMUSG00000039059.11",3146,"ENSMUSG00000039059.11","ENSMUSG00000039059","protein_coding","Hrh3",99296,11.3038971671854,1.06146044555726,5.03635821960754,5.21073448350176,4.19575912138431e-05,0.00161221643069484,1.9194648607068
"ENSMUSG00000039050.8",4187,"ENSMUSG00000039050.8","ENSMUSG00000039050","protein_coding","Osbpl2",228983,13.6354939243811,-0.104766570235986,5.83419301573909,-0.904652096214213,0.37638080084196,0.742835358391936,-6.75441655301017
"ENSMUSG00000039041.15",4457,"ENSMUSG00000039041.15","ENSMUSG00000039041","protein_coding","Adrm1",56436,7.64880904602064,-0.192335399289376,5.09026996913699,-1.32189618227003,0.201071553628092,0.568278714394945,-6.09432211273921
"ENSMUSG00000015647.9",11388,"ENSMUSG00000015647.9","ENSMUSG00000015647","protein_coding","Lama5",16776,0.170632586985803,-0.203504701724675,0.835176008276773,-0.300708692424566,0.766729393520864,0.944301421227799,-5.73365141976085
"ENSMUSG00000039001.12",810,"ENSMUSG00000039001.12","ENSMUSG00000039001","protein_coding","Rps21",66481,26.3776288739089,-0.378434831794834,4.39222752727006,-1.97749122790252,0.0618822658763294,0.307049004076953,-4.9214058681237
"ENSMUSG00000092827.1",76,"ENSMUSG00000092827.1","ENSMUSG00000092827","miRNA","Mir3091",NA,0.500272700208836,-0.440730131990285,-1.68352255192917,-0.693141168886968,0.496164140410228,0.821176591217963,-5.2945861500343
"ENSMUSG00000038990.14",4597,"ENSMUSG00000038990.14","ENSMUSG00000038990","protein_coding","Cables2",252966,4.18868146059385,0.0640206188995932,4.25856584336803,0.321521209862114,0.751139689364632,0.938258100882039,-6.70265362359496
"ENSMUSG00000027568.9",3917,"ENSMUSG00000027568.9","ENSMUSG00000027568","protein_coding","Ntsr1",18216,1.76893484516196,0.480171373668779,2.74958607588773,1.5171580832463,0.144820063527876,0.488696858231617,-5.21415217003678
"ENSMUSG00000027569.15",3499,"ENSMUSG00000027569.15","ENSMUSG00000027569","protein_coding","Mrgbp",73247,1.12160547156139,0.176323172179049,1.82627868328865,0.369979717653432,0.715272803845052,0.926691892042299,-5.94188868173061
"ENSMUSG00000049401.10",2580,"ENSMUSG00000049401.10","ENSMUSG00000049401","protein_coding","Ogfr",72075,6.617631344317,-0.371024056842524,4.03921368398437,-1.45269057316147,0.161765076917894,0.513448188884808,-5.61117456595373
"ENSMUSG00000027570.15",3853,"ENSMUSG00000027570.15","ENSMUSG00000027570","protein_coding","Col9a3",12841,0.179907690347837,0.897837393474704,-0.57687624728574,1.09933210004462,0.284634966096962,0.664033017397865,-5.0587645686531
"ENSMUSG00000038932.13",3166,"ENSMUSG00000038932.13","ENSMUSG00000038932","protein_coding","Tcfl5",277353,0.10399637973781,0.868387164554656,-1.25608230051708,1.02394349440806,0.318045370555545,0.696040220000293,-5.08885949635395
"ENSMUSG00000038914.15",13307,"ENSMUSG00000038914.15","ENSMUSG00000038914","protein_coding","Dido1",23856,7.65824194399636,-0.182425557687072,6.67002607235551,-2.03049948443065,0.055766554183502,0.28820725628511,-5.39953739716251
"ENSMUSG00000027573.11",2464,"ENSMUSG00000027573.11","ENSMUSG00000027573","protein_coding","Gid8",76425,18.1172891137864,0.104763790758511,5.4774777442648,0.824106833165456,0.419564600906094,0.774811799579495,-6.74880501386045
"ENSMUSG00000098051.1",1116,"ENSMUSG00000098051.1","ENSMUSG00000098051","lincRNA","Gm27032",NA,1.05783502030434,0.0468125721725487,0.308921239375196,0.075004484095705,0.940953677371043,0.983628603780203,-5.6878165186244
"ENSMUSG00000038848.14",3316,"ENSMUSG00000038848.14","ENSMUSG00000038848","protein_coding","Ythdf1",228994,20.6807549319442,-0.132134386526827,6.09800331505456,-1.34630078029383,0.193214360043153,0.558394358130063,-6.33617150900347
"ENSMUSG00000027574.15",1239,"ENSMUSG00000027574.15","ENSMUSG00000027574","protein_coding","Nkain4",58237,1.74289715132929,0.312689541313759,1.07779763328489,0.544812538353746,0.591885088164261,0.871476085149863,-5.68781872675657
"ENSMUSG00000087293.1",667,"ENSMUSG00000087293.1","ENSMUSG00000087293","antisense","Gm14341",NA,0.165619531769103,-0.00538243999372573,-1.62210875241531,-0.00699346638925954,0.994489110719381,0.997665922562207,-5.51120673904528
"ENSMUSG00000027575.19",5367,"ENSMUSG00000027575.19","ENSMUSG00000027575","protein_coding","Arfgap1",228998,11.4117339768229,0.016976264169111,5.93726525406684,0.155149455352137,0.878253145591553,0.964837085660528,-7.19248502430644
