"","OR_retro","Pval_retro","NumSig_retro","adjPval_retro","OR_syn","Pval_syn","NumSig_syn","adjPval_syn","setSize","ID","OR_retro_neuronBG","Pval_retro_neuronBG","OR_syn_neuronBG","Pval_syn_neuronBG","gsea_pvalue_projectorEnrich"
"Eye Diseases",1.58663687970664,0.00148118843119607,64,0.00633765138480796,1.16317303257001,0.313186351307466,54,0.443680664352244,1192,"MESH:D005128",1.29329948663145,0.0910937815266569,0.886101378059335,0.483683896582723,0.952347551792898
"Genital Diseases, Female",1.84418107788221,0.00157405430893906,35,0.00669685978425292,1.99352080707236,0.000141408475355442,41,0.000884887391794791,651,"MESH:D005831",1.30330679035408,0.197419955781918,1.44361449678009,0.0614797073822027,0.281439365845659
"Migraine Disorders",1.95254589078556,0.00157960942571041,29,0.00669685978425292,1.75816174461743,0.0081735328718898,29,0.028649496664356,480,"MESH:D008881",1.39437398144049,0.148122582233969,1.22722965888078,0.353323901384874,0.976849836875297
"Cataplexy",7.21140339164033,0.00158591612264107,5,0.00669685978425292,6.51863556996833,0.0024150883567401,5,0.0103503786717433,30,"MESH:D002385",2.68934644926048,0.145270498106046,2.37827599510546,0.16375422892655,0.539216487046884
"Pneumonia",1.44228843416292,0.00160882062662047,102,0.00676404150409561,1.28017995090997,0.0301754639857487,102,0.0869462521623268,2245,"MESH:D011014",1.157421125675,0.252445612133813,1.00089646443214,1,0.996052561828482
"Urinary Bladder Diseases",1.63556360195134,0.00170449678898184,54,0.00713527443699325,1.4980540701459,0.00805276100981875,55,0.0283235042414315,1000,"MESH:D001745",1.25677134039742,0.167001705043519,1.12968791666764,0.452742878940203,0.990515706616681
"Vasculitis, Central Nervous System",5.51252459596545,0.00172226532510625,6,0.00717858004042132,4.98269988536723,0.00278831004943181,6,0.0113309810773723,36,"MESH:D020293",2.26006821674757,0.12230663489747,1.99830107720357,0.229010035615399,0.475787589058509
"Glioma",1.66496868547607,0.00178497430579567,49,0.00740802641074855,1.25088122852822,0.176908597076178,42,0.302255894502012,948,"MESH:D005910",1.33898292475177,0.096510333062657,0.943944847182281,0.789582929344084,0.348291091615152
"Dementia",1.97480778674563,0.00185149222796638,28,0.00765125207027134,1.77851908211128,0.00694209186345376,28,0.0251096939741944,460,"MESH:D003704",1.34396298856686,0.185121704340988,1.18308031410534,0.483236777479418,0.702827909977654
"Hypertension",1.30257584567091,0.00186891146389241,281,0.00769037185354877,1.50121890064474,4.25147754083795e-07,331,5.04245010657525e-06,6635,"MESH:D006973",1.00166295100009,1,1.19114576417484,0.0504425956502685,0.999885369999686
"Paresthesia",1.56694356255347,0.00191431948112833,63,0.00784384295869109,1.48207316736742,0.00500735422482896,66,0.0189166715160205,1214,"MESH:D010292",1.17556644356689,0.305312036605117,1.09871287662908,0.54229464734725,0.934958693983019
"Heavy Metal Toxicity",2.52364752502222,0.00200322198384832,15,0.00817348379063849,1.13551548572383,0.69645248333828,8,0.778444038978272,193,"MESH:C535854",2.1908166065974,0.0197880884909111,0.801584744449621,0.710119590183779,0.643122427833721
"Hearing Loss",1.65342393665618,0.00202818202872111,50,0.00824055471333325,1.55285273425535,0.00566163429724771,52,0.0210761568729659,926,"MESH:D034381",1.2025867984442,0.289138376205393,1.114338697056,0.496179929592433,0.858963910914029
"Autoimmune Diseases",1.67968145625014,0.00215684009931775,45,0.008726629188453,1.02511749592172,0.850915400065437,32,0.911695071498682,827,"MESH:D001327",1.38877942644884,0.0794235886083242,0.763194939145462,0.189260798276974,0.54905462057591
"Neovascularization, Pathologic",1.63416760476074,0.00218540523163977,50,0.00877766482704596,1.10301859458361,0.536593173253642,39,0.643911807904371,955,"MESH:D009389",1.41168533328205,0.0505237069973748,0.872311294006908,0.529206761829081,0.972584290075002
"Angioedema",1.85299645561539,0.00218760829712314,32,0.00877766482704596,1.37597579213106,0.129781000617765,27,0.247432935757234,590,"MESH:D000799",1.33537589925997,0.17513149856591,0.929834349830635,0.827250941816889,0.93132599603556
"Hemorrhage",1.29895776063127,0.00222047825292365,265,0.00887273748172386,1.46614162302082,2.12743982233848e-06,310,2.3084985306226e-05,6084,"MESH:D006470",1.04617090016252,0.64315307424088,1.21417651042186,0.031543465046417,0.999989805176426
"Bone Diseases",1.84764030238701,0.00223686436793183,32,0.00889064810019083,1.37204687698713,0.130420435333142,27,0.248188141865308,537,"MESH:D001847",1.48804610630222,0.0776722810834612,1.03039443403907,0.909842400203943,0.392435124325221
"Exanthema",1.41669501060539,0.00224647361277389,108,0.00889064810019083,1.45426048319656,0.000463250337958722,121,0.00252319732671688,2260,"MESH:D005076",1.12146745436239,0.355680280447314,1.15941925793463,0.211406845466702,0.999921208304108
"Skin Diseases, Vascular",Inf,0.00225254269342994,2,0.00889064810019083,0,1,0,NA,3,"MESH:D017445",Inf,0.0443174159333274,0,1,0.010484256759086
"Adenoma",1.48675636633085,0.00231423692181668,77,0.00909702074551517,1.1434276789871,0.299587015228148,68,0.434570954326238,1603,"MESH:D000236",1.3368705902635,0.0431847655122334,0.968762688610788,0.885024904896301,0.933957537501794
"Hyperbilirubinemia",1.75659272767361,0.00235836664362419,39,0.00923295766957324,1.57894217106339,0.0100007000879751,39,0.0338894155805137,706,"MESH:D006932",1.31345763392501,0.153311746754493,1.15349768009257,0.489004025548502,0.96804455217463
"Gastrointestinal Diseases",1.49460317126743,0.00240124774633815,74,0.00933903967867084,1.33454374892366,0.0282042303720842,74,0.0817281675554714,1511,"MESH:D005767",1.1143667604116,0.428397977606275,0.970488068307368,0.889098476631155,0.991732523725952
"Muscle Weakness",1.5843213960692,0.00240477857289456,56,0.00933903967867084,1.21565404095812,0.214712706908397,49,0.342733898351431,1076,"MESH:D018908",1.24248615319105,0.176284278708241,0.900433514680339,0.567457460414116,0.906754636938684
"Subarachnoid Hemorrhage",2.46954248209595,0.00249013566162152,16,0.00957909070345023,1.91473856843164,0.0373832520643738,14,0.105625809156956,193,"MESH:D013345",1.68321686669412,0.0874422314027945,1.22647097859312,0.508761034527182,0.58065870436983
"Dysarthria",2.34127812968646,0.00249185158995613,17,0.00957909070345023,0.923522576151216,1,8,1,238,"MESH:D004401",2.08496920702719,0.0194676845449873,0.659212139705812,0.38736802355753,0.344379975613888
"Insulin Resistance",1.37524062600727,0.00249630905612147,129,0.00957909070345023,1.2756581387659,0.0161771301796178,134,0.0506155606846938,2843,"MESH:D007333",1.09439357472265,0.424535692248652,0.998222480725674,1,0.994148513486756
"Respiratory Tract Diseases",1.81392079671796,0.00277044752020471,33,0.0105302946348483,1.6890691537256,0.00632271623839775,34,0.023198455263186,647,"MESH:D012140",1.36389276202091,0.144540506422387,1.25187277978159,0.278865551404067,0.64989820546244
"Heart Failure",1.35980066329257,0.00277110860166928,137,0.0105302946348483,1.36613694721347,0.00151071191388269,151,0.00678822093462707,2994,"MESH:D006333",1.06726040816775,0.57888005065035,1.07309877435413,0.519833856486687,0.992697570851788
"Infertility, Female",1.31011793720391,0.00277686156348121,199,0.0105302946348483,1.40090246311158,8.33588353707322e-05,228,0.000570644376363402,4674,"MESH:D007247",1.04685480411838,0.65870376151324,1.13651988841357,0.184036725237811,0.996880817567238
"Tachycardia, Sinus",2.51955338576519,0.00280306544885263,14,0.0105881417540644,1.55898740484323,0.162434976016716,10,0.280819789045848,170,"MESH:D013616",1.70837269685803,0.0991473853089318,0.94671839369443,1,0.0870848050885497
"Leukopenia",1.47114538368153,0.00283444845782615,80,0.0106650259094081,1.64441236797238,3.35852805820164e-05,96,0.000263515278412744,1638,"MESH:D007970",1.09928851319932,0.487590790314623,1.26247923669581,0.0702528410482726,0.954930956555093
"Hyperinsulinism",1.91447361207387,0.00293156103127793,27,0.0109876725474642,1.30101168311095,0.248021205501725,21,0.379852296714353,438,"MESH:D006946",1.40387890300378,0.135948465476117,0.877670831415971,0.717313700505293,0.95206786132862
"Lung Injury",1.40712581237986,0.00304555582633734,105,0.0113708590118463,1.53104630696045,7.56491280049737e-05,123,0.000524912316769205,2374,"MESH:D055370",1.08023388007025,0.537460831682488,1.19902020588267,0.121222360879544,0.999600381403643
"Nystagmus, Pathologic",3.07238700034665,0.00305801226611117,10,0.0113734533128058,3.10477581423009,0.00187690761575363,11,0.00821650544235496,103,"MESH:D009759",2.3637652412693,0.0484577107885447,2.45517087828662,0.0322185166345576,0.802241656309528
"Respiratory Tract Infections",1.76891259290588,0.00321039113077712,36,0.0118944376377834,1.44064464402792,0.0530007810201964,33,0.132177986896333,691,"MESH:D012141",1.49572548124574,0.0585030903666825,1.15982727320267,0.454932144146813,0.697191109364665
"Hyperemia",1.79295468097083,0.00334825265195113,34,0.0123578637955601,1.66759615318629,0.00730402782676624,35,0.0263254713190868,591,"MESH:D006940",1.31786304679015,0.189291199091941,1.20749651832001,0.343173909500824,0.896852345312124
"Carcinoma, Squamous Cell",1.37857819168725,0.00347722362457208,117,0.0127401421393974,1.42868273171932,0.00053932408734049,132,0.00280668657697602,2609,"MESH:D002294",1.09250900226608,0.441806176751217,1.14216756406173,0.252058683012123,0.959906642013657
"Unconsciousness",2.6776071851388,0.00347817737828431,12,0.0127401421393974,3.65376869069261,2.22459861217182e-05,17,0.000185991031509448,141,"MESH:D014474",1.56145959639638,0.244545806659437,2.38370920017937,0.00832610036391,0.567437098801557
"Liver Diseases",1.28950370749635,0.00351010258188486,380,0.0128085630063496,1.63081560171875,5.32394147793128e-09,451,1.16623216674805e-07,9313,"MESH:D008107",1.04640470397346,0.669754057417924,1.39441556903939,0.00041584068562653,0.999982682026186
"Hyperglycemia",1.32439932187341,0.00355932531266182,164,0.0129393517945262,1.32240242728668,0.00247353397847664,180,0.0105565048453815,3733,"MESH:D006943",1.0474978246727,0.677584104740959,1.04495162125481,0.687804820919297,0.998994790324515
"Kidney Failure, Chronic",1.68092658568305,0.00364370042752677,41,0.013196473083964,1.46812552889782,0.0295388622189976,40,0.0853530862985199,729,"MESH:D007676",1.25634502375016,0.237500819377542,1.06510334275489,0.775484039122045,0.650089604688599
"Liver Failure",1.51438523848069,0.00377691756564217,63,0.0136279077834925,1.59019786907523,0.000699806809955701,72,0.00355125843858117,1252,"MESH:D017093",1.22145337404358,0.201655119054078,1.3029099245952,0.0760539365655261,0.999497788157964
"Cryptorchidism",2.25175773852828,0.0038560963527772,18,0.0138618779670467,2.56189558942659,0.000246678369590545,22,0.00143778249704203,237,"MESH:D003456",1.79842527428311,0.0468266612780648,2.18453765085527,0.00612429656529426,0.849913662487721
"Respiration Disorders",1.90097966615545,0.00388281881245968,26,0.0138706223408569,2.25552817210847,7.16781195382855e-05,33,0.000500764944719529,455,"MESH:D012120",1.24366362179833,0.331287271080143,1.54697736982391,0.0452337510409673,0.828377000440466
"Fibrosis",1.27601508293115,0.00389733082441087,344,0.0138706223408569,1.40648126050021,2.62033344431543e-05,393,0.000213819209056139,8306,"MESH:D005355",1.02567000977674,0.81680668449056,1.15537281359971,0.116986599467527,0.999920376611032
"Fetal Diseases",2.12904882788263,0.00390156078253678,19,0.0138706223408569,1.69393650109038,0.0523787231781471,17,0.131268544574226,266,"MESH:D005315",1.49876029206909,0.170672767133055,1.13084004984376,0.6610588673455,0.47082778237448
"Ischemia",1.57901101500613,0.00401261193575749,52,0.0142131712156685,1.51209195218451,0.00614529669022295,55,0.0226288903394491,999,"MESH:D007511",1.21382563073747,0.258003149171447,1.15255371419464,0.400542033984261,0.96830305209168
"Gait Disorders, Neurologic",2.93809903298859,0.00406590568542511,10,0.0143493824737448,2.05682345404316,0.0677205009284264,8,0.161013778431224,109,"MESH:D020233",2.52238928058,0.026632301283905,1.56715020921099,0.338788766221716,0.570469341498829
"Muscle Hypotonia",2.75505530784587,0.00413525434772232,11,0.0145410580154454,1.49927492390265,0.338825498993418,7,0.471489780318262,115,"MESH:D009123",2.45019576218643,0.0320475172621782,1.10649979034945,0.82249165189906,0.50028570689673
"Neurologic Manifestations",1.6270910572809,0.00421340545628923,44,0.0147462747454332,1.42302096140614,0.038212653145339,43,0.107308838778213,815,"MESH:D009461",1.18263760991029,0.351553529308545,1.00448818328457,1,0.968463753426681
"Anoxia",1.54868693129812,0.00422411386192865,55,0.0147462747454332,1.62996543835302,0.000685800279286375,63,0.00349758142436051,1021,"MESH:D000860",1.0507754042534,0.746604049253416,1.11644204745171,0.481730958879776,0.999591049731015
"Birth Weight",1.58015849053531,0.00424651813639132,49,0.0147711620068,1.31796538119091,0.0936815492074924,46,0.204859927613576,902,"MESH:D001724",1.29933917696746,0.143066238004493,1.04052791954487,0.791704964990969,0.88389057998697
"Priapism",7.33200166016167,0.00452227593628233,4,0.015673981470914,2.79617782680455,0.183053082174749,2,0.308109148214924,21,"MESH:D011317",3.76326052998146,0.0663100270573222,1.10569200507543,1,0.178233666801139
"Leukemia",1.51012811203143,0.00456462664361134,62,0.015764264158472,1.48222920689096,0.00426229054638737,67,0.0164679407474058,1252,"MESH:D007938",1.24825232463369,0.168650331105025,1.22360483056667,0.183920045748035,0.685376188550636
"Parkinson Disease",1.80228073629745,0.00460556158855498,31,0.0158490322282301,1.86518435701156,0.00146192617129474,35,0.00662739864320282,517,"MESH:D010300",1.3372530891537,0.169756098567447,1.40290771137956,0.119382469303281,0.979792033452115
"Drug Eruptions",1.56621929953109,0.00474413172821674,50,0.0162679978056226,1.88277632596272,1.73083026650548e-05,64,0.000145904700151702,1004,"MESH:D003875",1.14023325153346,0.435199381568557,1.43857387202052,0.0232792587051346,0.989058347584527
"Child Development Disorders, Pervasive",2.85487759480648,0.00487211061897384,10,0.0166478126097092,2.28509221205645,0.0377899391400439,9,0.106479939013383,93,"MESH:D002659",1.29691459198717,0.435902385879342,0.994786734508631,1,0.321504093623844
"Colitis",1.68555162139554,0.00500241239614062,38,0.0169730974984842,1.20360268491372,0.306853390707693,31,0.440831631720911,756,"MESH:D003092",1.46763984837509,0.0534637030527632,0.968338849665267,1,0.818228038401488
"Vasculitis, Leukocytoclastic, Cutaneous",1.68555162139554,0.00500241239614062,38,0.0169730974984842,1.5153418684205,0.0235623512970371,38,0.0696626038347183,693,"MESH:D018366",1.25413797863293,0.261792147627959,1.10160114446153,0.622636758472873,0.928440260956701
"Stomach Neoplasms",1.53302019208079,0.00507260805626395,57,0.0171510908755498,1.20673341951857,0.224844994127234,51,0.354469697078483,1135,"MESH:D013274",1.37909786812621,0.0557559515629016,1.02708549032146,0.866955534218321,0.797641088540463
"Anemia",1.27095700284608,0.00561053486486397,240,0.0189037882032176,1.307234789133,0.00120692366187604,268,0.00569936173663685,5568,"MESH:D000740",1.06200197744149,0.540313846342107,1.09967117916927,0.295377782843332,0.999949081565901
"Tourette Syndrome",5.04529105707842,0.00572533722588673,5,0.0192024614059538,3.46999142318483,0.0389611237011649,4,0.107990071128229,36,"MESH:D005879",2.3523272130224,0.16386201067481,1.47652323788677,0.513721437825987,0.111474224773089
"Acute Kidney Injury",1.26310452249928,0.00573889487727057,280,0.0192024614059538,1.4379036529918,6.31267384449382e-06,328,5.74904225123544e-05,6657,"MESH:D058186",1.00211579458446,1,1.17403215258445,0.0751933685209568,0.999846336359874
"Hypothyroidism",1.85181872703029,0.0058482396897759,25,0.019500854413839,1.74444902762924,0.0119125828570499,26,0.0395625163336109,440,"MESH:D007037",1.27733219995224,0.31524766215697,1.18848398171983,0.467276896461665,0.912426750102058
"Heart Diseases",1.26605037153975,0.0059992484480789,247,0.0199356469047845,1.36573464125069,0.00014568289961974,283,0.000906076570805701,5877,"MESH:D006331",1.06973753655187,0.481932071261505,1.17516510824028,0.0771148898921998,0.99888363141158
"Arthritis, Experimental",1.78804414857532,0.00606999901965616,30,0.0201016748356422,1.19559282245884,0.407900515749186,23,0.534779596483508,533,"MESH:D001169",1.59048431436515,0.0468418197570114,0.964221146647438,1,0.920914595844936
"Ovarian Diseases",1.30197008028927,0.0063001034818974,159,0.0207924916962279,1.26245624214292,0.0119463284615217,171,0.0395625163336109,3581,"MESH:D010049",1.09464573303512,0.397012773025952,1.05460198506085,0.60897729811064,0.998157375089097
"Thromboembolism",1.56955235057977,0.00632809147914559,47,0.0208138246950129,1.51377054579107,0.00914482772466632,50,0.0314064790544096,872,"MESH:D013923",1.16377767159059,0.369822429483157,1.11396440721493,0.542975435341419,0.972565590173158
"Myoglobinuria",4.04033281650282,0.00645562670200489,6,0.0211613254943686,2.27528025950776,0.116552830685393,4,0.227311447990632,51,"MESH:D009212",3.77250570053429,0.0245772689941847,1.66176512250821,0.489973710449243,0.281450171131452
"Epileptic Encephalopathy, Early Infantile, 1",40.1936462272953,0.00654432113643314,2,0.0212361024796337,9.0799586006692,0.148688188772404,1,0.261036062905081,3,"MESH:C567924",7.50862854463881,0.114329917288539,1.65875727747418,0.546603114973212,0.177485006305707
"Optic Atrophy, Hereditary, Leber",40.1936462272953,0.00654432113643314,2,0.0212361024796337,0,1,0,NA,8,"MESH:D029242",7.50862854463881,0.114329917288539,0,1,0.00365715355146066
"Rett Syndrome",40.1936462272953,0.00654432113643314,2,0.0212361024796337,0,1,0,NA,3,"MESH:D015518",Inf,0.0443174159333274,0,1,0.0219059048982807
"Proteinuria",1.25898901345371,0.00657213834564238,281,0.0212550427432648,1.44140821646606,5.31395453371825e-06,330,4.91647801025796e-05,6638,"MESH:D011507",0.989240829395937,0.926726879411628,1.1666949506174,0.0831656542279988,0.993980193922534
"Parkinsonian Disorders",1.97937533045352,0.00671431069800128,20,0.0216424614832241,1.48816595092322,0.128890772039596,17,0.246195856704847,311,"MESH:D020734",1.61466237670165,0.0936405324860254,1.13084004984376,0.6610588673455,0.808092562669258
"Nephritis, Interstitial",1.35713345784568,0.00714835127834557,104,0.0229649690570105,1.6251846556358,4.72537482360667e-06,131,4.53734278457098e-05,2191,"MESH:D009395",0.974781486205303,0.856672794894971,1.21315701010193,0.0911092360668273,0.998876328318889
"Pleural Effusion",1.71447439223808,0.00729663144705138,33,0.0233637172493334,1.92628382717717,0.000347557600680392,40,0.00192667800377174,611,"MESH:D010996",1.23722977350495,0.328236760943835,1.43742701494682,0.0738676715931527,0.997236837852249
"Leukemia, Myeloid, Acute",1.61026391089632,0.00741687976800419,40,0.0236703720648847,1.24344317874993,0.238901761576374,35,0.369211813345305,741,"MESH:D015470",1.25562067163511,0.232673218884471,0.916783390557186,0.701405468675326,0.687416725114881
"Leiomyoma",1.7957244450321,0.00755751676708144,26,0.0240398641900255,2.67460425367578,3.17998349945939e-07,40,4.05447896181072e-06,422,"MESH:D007889",1.11191323028756,0.639589019638493,1.84305995133834,0.00309591935279963,0.982636614138883
"Carcinoma",1.3199890127192,0.00768136735013907,134,0.0243537122215884,1.49508588860778,3.10548502254461e-05,161,0.000247468337734024,3062,"MESH:D002277",1.02112023732948,0.868003252381858,1.1892964526811,0.097241600676831,0.999930710856253
"Myositis",1.63420990179514,0.00779054162703838,38,0.0246191299128958,1.29487951469977,0.156822547439679,34,0.272502552620908,729,"MESH:D009220",1.2315548315368,0.267113784538151,0.928148450830494,0.769410598105709,0.983404508547109
"Urinary Incontinence",2.80323765321904,0.0081478718708386,9,0.0255362623571539,2.21345691011038,0.0572665865952558,8,0.140076542750985,107,"MESH:D014549",1.78629419771419,0.161771336621281,1.33033140336933,0.500997248027795,0.635050050335591
"Cerebrovascular Disorders",2.23928853345634,0.00815461920742869,14,0.0255362623571539,2.02141394220668,0.0199595906538708,14,0.0605916144849649,202,"MESH:D002561",1.42758537237139,0.296825714067813,1.26017817029456,0.502446614590485,0.50904976762871
"Endometrial Neoplasms",1.47108461428476,0.00815998455880097,62,0.0255362623571539,1.96041990304221,2.30479080358626e-07,86,3.01395720468972e-06,1276,"MESH:D016889",1.03116932148517,0.81955426822743,1.47322241337306,0.00629540862696482,0.999595860782776
"Drug Hypersensitivity",1.39233248622252,0.00833094969712176,85,0.0259871882487637,1.67523714577543,7.55662200765541e-06,108,6.82102163522878e-05,1844,"MESH:D004342",1.03970427606577,0.789901507918937,1.30665689808649,0.0334700722743548,0.999633275848586
"Purpura, Thrombotic Thrombocytopenic",3.78670173969674,0.00844659799020392,6,0.0262632162589299,3.42306263901,0.013138666416719,6,0.0426797444109979,48,"MESH:D011697",2.51215656560255,0.103770859691518,2.22117058534778,0.129455625885761,0.177211105725104
"Torsades de Pointes",2.20407145541668,0.00897747993658005,14,0.027824433008567,2.65709937744981,0.000465059899434092,18,0.00252319732671688,206,"MESH:D016171",1.19677647669049,0.519425320356986,1.50582616194826,0.157791088071378,0.710242959970437
"Diarrhea",1.40165918987841,0.00905909815574212,78,0.0279876930242895,1.49023568004094,0.00119233455414362,90,0.00565960185251129,1686,"MESH:D003967",0.977912148557511,0.945890541020197,1.05040572732066,0.694355954789805,0.999088174116765
"Coronary Artery Disease",1.89453307191513,0.00936128683443885,21,0.0288291858882241,1.43788806210861,0.146948258412411,18,0.261036062905081,379,"MESH:D003324",1.44609411156919,0.155337015074498,1.02996905202524,0.890863121328108,0.383832977696238
"Brain Damage, Chronic",4.38658721916051,0.00942058486624116,5,0.0289197002084292,1.39669719552563,0.656222293803526,2,0.743718599643996,31,"MESH:D001925",3.76787558375643,0.0400781164734191,0.828582388626718,1,0.15662902999038
"Heart Septal Defects, Atrial",3.67192713055037,0.00959171000517272,6,0.0293518467563355,1.51410315013789,0.456621808890225,3,0.576428521123798,49,"MESH:D006344",2.05383908227359,0.145791246137767,0.70937878102316,0.776390741056136,0.380438124980188
"Paresis",1.83334865195789,0.00966396462990631,23,0.0294796649751401,2.06895746531301,0.000909207262999043,28,0.0045238605280928,380,"MESH:D010291",1.27792039816574,0.299030744796759,1.49458969648476,0.099550510280956,0.8647155694955
"Splenic Diseases",2.08539585136705,0.00993609903751124,16,0.0301899720284755,2.15169808624332,0.00482396354636741,18,0.0182916089862259,265,"MESH:D013158",1.25573365927926,0.438755049668267,1.30583996050807,0.368141857618871,0.929144721170537
"Nocturnal Enuresis",8.62944003999966,0.00995925654300278,3,0.0301899720284755,2.01718930444801,0.415350021283254,1,0.539003844413384,18,"MESH:D053206",3.75866047187163,0.112187773721243,0.662823785796787,1,0.122661206420585
"Uremia",2.01349671977771,0.0103679406854339,18,0.0313306207587957,1.26643585746796,0.420235885250941,13,0.544651337936416,274,"MESH:D014511",1.70700650224955,0.0722587514346613,0.957157671123416,1,0.780140322183857
"Urethral Stricture",2.67896018182292,0.0104964666739705,9,0.0316201971144219,2.42025984255288,0.0185611170257401,9,0.0568538719707355,93,"MESH:D014525",1.88625836906148,0.150396786969468,1.66683839693236,0.249100900414382,0.806921340501257
"Metaplasia",1.46111923124038,0.0105660077810742,58,0.0317308370319836,1.41571052040807,0.0146364833275988,62,0.047047170186198,1253,"MESH:D008679",1.23691798433399,0.183458564846463,1.19294174192653,0.260576634732223,0.991179457845923
"Kidney Tubular Necrosis, Acute",1.33696765621398,0.0106177662648413,104,0.0317875541117694,1.60067338787169,9.2134895143499e-06,131,8.24364851283938e-05,2230,"MESH:D007683",0.945769180770399,0.67560718906379,1.1747711500308,0.165121464760588,0.99998048596826
"Deglutition Disorders",3.56375464979046,0.0108432627873487,6,0.0323624540597721,0.954719202918958,1,2,1,52,"MESH:D003680",7.55235526912967,0.00399177746930741,0.947368883223105,1,0.210850572014995
"Hyperlipidemias",1.37670294539341,0.0109819142887914,81,0.0326754188223424,1.17270861534471,0.21175114318262,78,0.338536310417355,1810,"MESH:D006949",1.18822576019666,0.203950727295683,0.977072895066784,0.891551756589,0.984170364467558
"Dystocia",2.8385815303803,0.0114762429373141,8,0.0340414936208058,3.74029789251319,0.000493257854559985,11,0.00260673117282114,97,"MESH:D004420",2.01141220230713,0.121596065764694,3.07284444791291,0.010289974393062,0.91382760970446
"Scoliosis",4.03523848092693,0.0126376015088654,5,0.0372608137132765,0.62503597686529,1,1,1,37,"MESH:D012600",3.13869011684716,0.0610639246555763,0.330689190276692,0.474540299460062,0.00720695337367457
"Agoraphobia",20.100956846895,0.0126771537866267,2,0.0372608137132765,0,1,0,NA,7,"MESH:D000379",7.50862854463881,0.114329917288539,0,1,0.336009733422859
"Epilepsy, Frontal Lobe",20.100956846895,0.0126771537866267,2,0.0372608137132765,0,1,0,NA,4,"MESH:D017034",7.50862854463881,0.114329917288539,0,1,0.00381132379999681
"Hypoglycemia",1.8970373221321,0.013967507877144,18,0.0409290306581766,1.29552260882767,0.346961285168283,14,0.477285591533483,294,"MESH:D007003",1.75154745668249,0.0689378726130441,1.08139344534327,0.753407493993746,0.968626536409361
"Sepsis",1.66077335384987,0.0143937415396961,29,0.0420505983954263,1.04524684087498,0.816068342497756,21,0.879904555335847,566,"MESH:D018805",1.37631810066305,0.151279277648136,0.78458654250951,0.356251535736775,0.728746326168449
"Hyperammonemia",1.59371571715339,0.01463591020571,34,0.0426292926774747,1.01760697945271,0.915837425121466,25,0.971054234536273,557,"MESH:D022124",1.51003135259867,0.0516870141142243,0.867719880400665,0.581909568198796,0.604904276789429
"Pancytopenia",1.46257084758344,0.0148978324050485,52,0.0432618736807265,1.6132063712991,0.0011582822519344,62,0.00554670374165769,1029,"MESH:D010198",1.10359631931694,0.555196201501174,1.24690983486095,0.165768281291143,0.893606831163637
"Disease Progression",0.142851912953455,0.015250190484877,1,0.0441524976014253,0.394546273076922,0.123393219149808,3,0.239735397205342,160,"MESH:D018450",0.206919902369473,0.151944121408194,0.620166711598627,0.590515026959921,0.881719726095376
"Albuminuria",1.60901394243027,0.01583889158072,32,0.0457200243538993,1.19695767442995,0.381232628547713,27,0.5074829365939,650,"MESH:D000419",1.13854598947368,0.521691988788709,0.798471723065525,0.351993963893248,0.961809703971001
"Autonomic Nervous System Diseases",2.46050276874799,0.0166721652347832,9,0.0479820945893909,1.94650970834881,0.0791731651159696,8,0.181068673583608,121,"MESH:D001342",2.26645134516393,0.0729846641782963,1.66581724791296,0.230239108890292,0.36659226477044
"Scrapie",6.70921278588617,0.0170098825991305,3,0.0487873382939901,6.06845109084016,0.0219155492711939,3,0.0653621644930346,14,"MESH:D012608",3.75866047187163,0.112187773721243,3.3249467764905,0.14133911858959,0.73574519585374
"Thyroid Diseases",1.47849517001146,0.0170692705414189,47,0.0487873382939901,1.49227867529754,0.0109643306420212,52,0.0365477688067372,963,"MESH:D013959",1.18881068615911,0.319754066801978,1.20536277524425,0.293334824251832,0.983999201844156
"Drug Overdose",1.97750141860341,0.0171033171475312,15,0.0487873382939901,2.19495303198068,0.00431734214306142,18,0.0166176942865006,254,"MESH:D062787",1.38020899678625,0.319471631593477,1.58651795521883,0.111199870315558,0.650929081794422
"Stupor",2.60845686062204,0.0174838440168069,8,0.0496155308125604,3.42216599116893,0.000941243709651949,11,0.00463698926421525,99,"MESH:D053608",1.50532288839846,0.350468346966689,2.16450182915743,0.0676018040048803,0.565655657321872
"Tachycardia, Supraventricular",1.89843770752266,0.017496273016632,17,0.0496155308125604,1.71284015576956,0.0510339845375789,17,0.131244795233419,269,"MESH:D013617",1.30861039582087,0.359251317735514,1.15439493838267,0.657669829356798,0.794317136989574
"Diabetes Mellitus, Type 2",1.46663533119506,0.0176906790634689,47,0.0500201364162994,1.38129311603608,0.0445920468305733,49,0.121614673174291,994,"MESH:D003924",1.16377767159059,0.369822429483157,1.08218656877081,0.663926907853055,0.899019766576994
"Glycosuria",1.65315002068283,0.0180695986766376,28,0.0509425711962349,0.806134641721583,0.478856327346417,16,0.59275904598707,545,"MESH:D006029",1.41821523391472,0.138756199133054,0.600315266820867,0.0734969889860223,0.915986741925001
"Endomyocardial Fibrosis",2.56691711368824,0.018913906967137,8,0.0531678722012251,0.799489685578799,1,3,1,104,"MESH:D004719",2.74716958720519,0.041727012807201,0.620166711598627,0.590515026959921,0.591078238445675
